stage,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,liver,mesenchyme,mural.cell,muscle,neural,olfactory,otic,periderm,presomitic.mesoderm,pronephros,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.32,0,0,0,0,0,0,0,0,0,0
 48-58,5.73,0,20.53,0,0,0,6.48,0,0,0,0,0,0,0,10.71,0,0,484.69,0,0,0,0,0,10.89,0,0,0,0
 60-70,9.6,0,41.28,0,0.91,0,0,0,4,0,0.65,0,9.35,0,9.31,0,0,1775.35,0,0,1.26,1.38,0,121.37,0,0.6,0,2.59
 72-82,4.25,6.01,235.01,1.33,0,0.56,8.94,0,0,1.42,0.85,0,3.11,0,52.28,0,11.32,2364.21,0,0,0.7,0,0,95.22,0.9,3.51,1.85,4.13
 84-94,14.04,1.05,106.24,0,0.88,0,4.72,0,0,0,1,0,0,1.61,30.23,3.61,1.62,1481.9,0,1.38,13.21,0,0,385.73,0,0,0,11.66
 96-106,4.05,7.24,55,0,1.85,1.4,57.69,0,0,0,0,0.92,0,2.79,17.23,0,1.65,737.37,0,0,2.75,0,0,5.15,0,0,0,0
108-118,7.03,1.91,59.67,0,0,0,2.96,0.54,0,0,0,0,0,0,14.88,0,0,1625.46,1.69,0,3.51,0,0,4.81,0,0,0,0
120,4.24,0,256.99,0,0,0,46.19,5.95,0,0,9.65,1.32,0,0,14.46,18.83,0,2376.71,0,0,0,0,12.59,0,0,3.35,0,3.85
