stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.63,180.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,689.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.98,11.11,0,51.95,0,0,0,62.12,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,0,0,716.21,50.86,0,0,212.65,0,0,11.71,0,0,0,0,0,0,0,0,0,0
 10-12,0,36.51,0,40.39,0,0,0,99.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.26,25.58,0,0,137.18,0,0,0,4.75,17.9,0,0,0,0,0,0,0,0
 14-21,0,0,0,7,14.33,6.54,0,3.65,0,0,19.21,0.99,0,0,0,0,0,0,0,0,11.2,0,0,10.71,198.98,5,0.93,3.46,4.12,0,0,0,14.64,10.8,4.44,6.38,106.74,0,0,5.4,0,0
 24-34,0,0,0,0,8.05,1.28,0,16.25,0,0,18.86,0,0,2.89,1.02,0,0.85,0,0,2.06,25.7,0,0,12.47,299.3,0.85,6.16,1.44,0,0,8.68,0,0,0.78,0,2.68,121.87,0,0,16.93,0,0.93
 36-46,0,0,0,0,3.19,0.57,0,47.89,1.06,4.34,35.93,0,0,2.39,0,0,0,0,0,0,45.95,0,0,10.5,251.76,0.68,2.54,0.72,0,0,1.24,0,0,0.58,0,0,126.34,0,0,15.15,0,2.44
 48-58,0,0,0,0,3.68,0,0,47.89,2.47,0.44,38.35,0,0.93,1.53,0.89,0.66,0,0.41,0,4.31,69.76,0.45,1.19,30.41,107.95,0,1.57,1.31,0,0.59,1.83,0,0,0,0,0,69.03,0,0,7.45,0.9,0
 60-70,0,0,0,0,7.21,1.23,0,23.58,1.18,1.28,28.8,1.11,1.21,0,0,1.57,0,1.13,6.57,6.17,117.4,0.67,1.78,6.11,26.62,0,6.18,4.21,0,0,1.46,0,0,0,2.16,0,34.99,0,1.19,3.98,0,0
 72-82,0,0,0.5,0,3.52,7.16,0,12.6,0,4.09,46,1.1,0,1.5,1.7,0,1.42,1.12,0,0,126.67,0,1.52,8.42,28.77,0,5.36,0,0,0,1.41,0,0,0,0,0,2.74,0,2.1,5.48,0.71,4.83
 84-94,0,0,0.66,0,11,24.44,0,29.7,0.55,6.6,58.18,2.42,1.66,3.67,6.96,0.61,1.58,0.76,0,0,97.32,1.27,5.66,7.56,39.18,0,0.9,1.49,0,6.05,14.24,0,0,0,0,0,6.32,0,2.59,11.23,3.96,0
 96-106,0,0,0,0,8.46,13.8,0,29.26,0.98,0,34.62,1.71,0,0,10.37,2.53,3.95,0,0,0,135.28,2.31,2.95,0,45.48,0,1.79,6.25,0,3.37,12.14,3.82,0,0,0,0,11.27,2.65,3.61,11.59,7.49,6.32
108-118,0,0,0,0,10.92,6.36,1.64,16.68,0.88,4.6,34.18,2.28,0,0,6.19,3.45,0,1.05,0,0,104.65,1.61,3.23,10.52,54.08,0.49,4.23,3.65,0,2.29,14.73,0,0,0,0,0,10.29,2.48,2.1,7.66,3.06,1.67
120,0,0,0,0,7.01,0,5.3,12.45,0,1.6,25.95,8.57,0,2.76,5.39,0,0,8.38,0,0,72.92,1.12,13.05,12.25,20.1,0,0,1.66,0,0,4.12,0,0,0,0,0,2.96,6.72,5.29,6.39,1.96,0
