stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,33.14,205.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,140.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.32,6.63,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.44,3.26,0,0,20.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,0,69.96,7.36,0,0,14.9,0,0,8.5,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.81,14.35,4.6,0,3.2,0,0,0,1.46,0,0,0,0,0,0,4.78,1.26,6.03,0,0,4.05,5.01,7.82,0,0,0,0,0,0,6.84,0.85,0,2.06,9.14,0,0,7.54,0,0
 24-34,0,0,1.47,0,11.78,0,0,3.41,0,1.54,0.94,0,0,0.69,0.6,0,0,0.66,4.16,0.95,25.17,0,0,5.58,15.71,1.6,4.54,0,0,0,0,0,0,4.01,0,0,6.81,0,0,24.42,0,1.71
 36-46,0,0,0,0,5.7,0,0,2.96,5.12,2.22,0,3.11,0.76,0,0,0,1.49,0,0,9.58,20.26,0,0.67,3.35,22.57,0,9.52,1.31,0,2.1,0,0,0,7.25,0,0,5.4,0,0,10.2,0,0
 48-58,0,0,0,0,0.79,0,0,3.59,8.75,4.05,2.9,0.46,0.93,1.53,0.45,0,0.51,0.73,0.6,3.28,41.48,0,1.9,3.99,27.95,11.81,0.42,8.42,0,0,2.19,0,0,6.03,0,0,5.55,0,0,3.88,0,4.58
 60-70,0,0,0.89,0,3.88,0.83,0,10.85,0,16.33,5.93,3.03,1.75,2.16,9.49,0,0,2.73,12.93,2.08,37.07,0,0,0.8,39.96,1.27,5.37,1.33,0,0,0,0,0,3.73,0,0,3.79,0,1.06,10.96,0,4.4
 72-82,0,0,2.06,0,5.72,0,0,6.59,0.7,9.87,18.78,5.16,0,2.88,4.2,0.53,0.52,1.65,1.74,11.58,125.14,0,1.83,8.32,10.92,0.67,11.25,2.48,0,3.01,0,0,0,8.06,0,0,2.54,0,0,21.04,1.48,3.36
 84-94,0,0,2.23,0,5.1,0.72,1.54,21.35,2.2,16.93,25.48,7.41,0,0,12.86,1.59,1.63,1.93,7.53,0,100.22,0.71,5.59,7.25,25.03,0,3.86,5.83,0,0,4.08,0,0,17.2,0,0,11.37,0,2.17,12.48,5.78,0.61
 96-106,0,0,6.19,0,11.48,14.75,1.07,20.61,5.29,35.1,20.7,12.99,0,0.73,9.82,1.45,5.16,5.31,29.6,1.15,98.03,0,11.31,2.64,32.98,4.9,12.55,14.8,0,1.94,3.43,0,0,17.65,0,0,2.66,0,1.65,21.82,2.68,4.54
108-118,0,0,2.95,0,6.79,0,0,15.33,3.15,7.61,23.3,17.71,0,0.8,12.11,0,5.97,0.5,24.13,0.5,86.89,0,0.51,3.68,35.5,2.69,5.93,2.97,0,3.6,1.52,0,0,10.26,0.49,0,1.98,1.11,4.53,23.48,1.21,4.28
120,0,0,2.75,0,29.89,0,0,26.11,4.13,4.77,27.55,31.3,0,0,31.4,1.63,0,3.66,27.64,0,93.45,0,0,4.01,41.49,5.6,4.9,10.61,0,0,1.01,0,0,17.6,0,0,0,0,6.34,17.09,0,0
