stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,23.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,77.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,4.02,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.59,9.8,0,0,27.39,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,5.61,0,0,0,11.16,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,70.06,0,0,0,8.48,0,0,4.94,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.86,9.99,1.88,0,0,0,0,0,2.08,1.46,0,0,0,0,0,0,0,0,6.53,0.95,0,1.37,36.66,0,0,2.99,2.76,0,43.32,0,1.22,4.72,0,5.17,17.39,0,0,0,0,0
 24-34,0,0,1.2,8.67,0,0,4.11,0,1.76,0,5.63,0,0,0,0,1.03,0,0,3.77,3.41,15.93,0,0,4.63,76.25,0.67,1.7,1.47,0,0,206.71,0,0,8.97,0,1.26,18.98,0,0,0,0,0.72
 36-46,0,0,0,10.05,0,0,3.56,0,11.97,2.07,16.07,0,0,2.11,2.23,7.04,1.65,0,0,19.74,30.35,0,0,3.73,97.23,0.66,0,9.06,0,0,171.71,0,0,9.57,0,0,28.14,0,0,4.24,0,0.65
 48-58,0,0,0,15.15,0,0,11.14,0.51,8.26,0.53,46.97,0.43,3.48,0,10,2.42,5.72,0,0,22.69,27.42,0.53,0.45,5.52,65.88,19.88,0,6.11,0,0.47,217.8,0,0,2.32,0,0,34.66,0,0,2.41,0,12.82
 60-70,0,0,0,47.03,0,0,25.22,0.79,14.28,0,60.5,0,0,0,1.74,9.34,11.3,1.35,3.74,17.9,104.62,1.86,0,9.78,62.45,0.75,0,4.37,0,4.77,182.07,0,0,12.25,0,0,26.14,0,1,6.02,0,18.97
 72-82,0,0,0,24.76,0,0,26.46,0,18.64,11.4,205.33,2.78,1.02,5.03,11.87,7.14,42.02,0,0.54,18.45,185.62,4.67,2.92,16.55,91.89,3.45,0.58,13.6,0,2.65,375.85,0,0,11.87,0,0,9.32,0,2.11,20.24,5.45,49.74
 84-94,0,0,0,85.7,0.81,0.66,70.77,7.41,35.42,3.47,161.83,6.35,2.94,1.45,18.97,16.02,12.67,1.71,11.62,42.62,198,7.98,8.27,9.45,59.65,13.48,3,15.73,0,0,695.98,0,0,28.42,0,0,22.27,0,2.05,19.63,0.98,41.6
 96-106,0,0,0,165.5,9.3,4.87,91.03,2.3,55.92,10.79,341.04,29.44,0,0.99,19.75,21.37,20.61,9.84,9.54,19.56,236.62,24.27,12.99,11.19,128.31,15.46,6.68,25.34,0,1.84,1527.77,0,0,23.07,1.78,0,13.37,10.28,2.16,47.47,3.37,119.59
108-118,0,0,0,262.92,3.61,11.32,90.85,5.39,126.81,4.29,455.91,42.69,0,4.36,15.43,45.3,93,4.72,24.25,61.84,313.74,23.68,9.61,19.92,108.43,4.8,3.22,43.57,0,0,1864.6,0,0,20.76,9.8,0,9.29,5.9,4.94,44.39,5.3,128.96
120,1.12,0,4.41,251.9,12.27,2.84,45.1,3.68,110.62,3.94,760.7,42.25,0,0,45.09,26.34,53.34,1.74,25.27,4.87,261.95,30.36,20.46,20.84,235.26,13.86,10.58,85.42,0,0,1417.6,0,0,28.99,2.84,0,12.2,1.19,5.64,20.55,17.64,20.88
