stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,6.83,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.89,4.82,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,31.58,0,5.1,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.55,0,0,0,19.48,0,0,0,0,10.59,0,0,0,0,0,0,0,0
 14-21,0,2.79,0.91,5.13,13.49,0,8.46,0,0,0,8.05,2.01,0,0,0,0,0,0,0,0,4.31,0,0,6.72,173.71,0,0,0,0.84,0,1.78,0,1.96,0,0,7.36,56.72,0,0,2.11,0,0
 24-34,0,0.97,0,4.54,1.6,0,17.45,0,0,0,5.12,0.67,0,0,0,1.21,0,0,0,0,6.77,0,0,2.76,468.19,0.7,4.25,0,0,0,0.74,0,0,0.65,0,1.36,112.01,0,0,14.79,0,4.09
 36-46,0,0,0,3.48,2.92,0,39.09,0,0,9.5,7.33,0,0,2.79,0,1.01,0.56,0,0,8.19,15.68,0,0,1.18,792.74,1.18,1.36,3.62,0,0,0.64,0,0,1.56,3.84,0,188.5,0,0,12.13,0,0
 48-58,0,0,0,6.02,0,0,143.4,0,7.26,0.85,50.47,0,0,1.05,0,0.46,13.1,0.65,0,2.58,22.9,1.05,0.44,5.55,593.85,3.15,1.82,2.73,0,0,1.3,0,0,0,0,0,176.9,0,0,6.7,0,16.77
 60-70,0,0,0,4.48,0,0,348.59,0,0,0,34.09,0.63,0.63,0.92,0,1.79,9.32,1.42,0,0,36.69,0,2.37,4.49,563.41,1.63,1.23,0,0,0.71,5.47,0,0,0.59,0,0,129.01,0,0,11.57,0,0
 72-82,0,0.62,0,1.16,0,0,242.81,0,3.77,0,43.91,3.14,0,0,0,0.61,19.59,0,0.62,0.87,55.27,0,2.05,0.53,385.61,2.91,2.16,0,0,0,7.46,0,0,1.03,0,0,58.36,0,0.57,15.56,0,0
 84-94,0,8.24,0,5.53,0,0,195.73,0.69,0,0.92,30.79,4.43,0,1.18,0,1.72,22.82,0,0,0,29.09,0,2.51,4.44,297.25,0,0,4.62,0,0,22.8,0,0,2.72,0,0,36.26,0.85,4.88,13.61,1.66,0
 96-106,0,2.86,0,2.85,14.3,0.71,176.37,3.61,1.53,0,38.65,1.49,0,0.96,1.14,0,17.04,0,0,0,31.26,0,1.85,8.73,178.25,0,2.02,1.79,0,4.6,19.63,0,0,0,0.6,0,15.63,1.77,0,4.9,1.41,0
108-118,0,4.09,0,6.41,0,3.89,151.98,0,1.32,0.8,43.28,4.14,0,0,1.1,5.06,21.14,0.74,0,4.44,46.06,0,1.08,0.55,243.53,0,0.55,0.94,0,2.7,16.58,0,0,0.91,0,0,6.11,0,1.56,12.04,0,1.43
120,0,5.28,0,16.1,2.97,0,141.17,0,1.17,1.04,31.43,11.56,0,0,0,1.29,22.97,1.15,3.84,0,48.6,0,39.92,3.16,341,0,0,0,0,0,10.17,0,0,1.58,0,0,1.98,0,4.12,9.25,0,3.85
