stage,eye,glial,neural,spinal.cord,vascular.smooth.muscle
 48-58,0.71,1.68,0.67,0.77,0
 60-70,0,1.59,0,0,0
 72-82,0.99,8.13,0,0,1.19
 84-94,3.04,16.4,0,0,0
 96-106,6.08,23.81,0,0,0
108-118,0.61,8.18,3.28,0,0
120,12.03,18.6,0,0,0
