stage,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,iridophores,lateral.line,mesenchyme,neural,olfactory,pericytes,periderm,presomitic.mesoderm,pronephros,somites,spinal.cord,xanthophores
 14-21,1.18,1.17,0,0,0,0,0,0,0,1,4.7,0,0,0,5.61,1.06,1.06,1,0
 24-34,0,0,0,1.12,0,0,0,0,0,0.84,5.73,0,0,0,0,0,0.63,2.65,0
 36-46,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,1.49,0
 48-58,2.55,0,0,3.83,0,1.2,0,0,0,0,1.66,0.5,0,0,0,0,0,0,0
 60-70,0,0,0,1.72,0.59,0,0.6,0,0,2.36,7.13,0,0,0,0,0,0,1.82,0
 72-82,0,0.75,0,0,0,0,0.6,4.26,0,1.7,3.81,0,0,3.37,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,2.04,0,1.07,1.9,0.72,2.39,0,0.88,0,0,0,0,0
108-118,0.57,0,0.5,0,0,0,0,1.95,0,0,0,0,3.32,2.09,0,0.7,0,0,0.51
