stage,axial,blastomeres,epidermis,eye,immune,mesenchyme,neural,otic,spinal.cord
  3-4,28.2,0,0,0,0,0,0,0,0
  5-6,0,31.06,0,0,0,0,0,0,0
 36-46,0,0,0,0,16.36,0,1.11,0.8,0.87
 48-58,0,0,0,0,0,0,8.48,0,2.52
 60-70,0,0,0,1.27,0,0.9,5.21,0,0
 72-82,0,0,0,0,0,3.13,3.12,0,0
 84-94,0,0,1.08,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,3.43,0,0
120,0,0,1.08,0,0,0,0,0,0
