stage,endoderm,erythrocytes,eye,glial,gut,mesenchyme,mural_cell,muscle,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,somites,spinal_cord,vasculature
 14-21,0.98,1.27,3.63,0,1.48,2.88,0,0.88,31.77,1.9,1.31,4.14,3.96,10.24,0
 24-34,0,0,0.7,0,0,0,0,0.99,18.36,0,2.89,0,0,2.1,8.55
 36-46,0,0,0.85,0,0,0,0,0.73,5.95,0,1.47,0,0,2.43,0
 48-58,0,0,7.79,0,0,0.49,0.42,0,2.71,0,0,0,0,0,0
 60-70,0,0,4.76,0,0,0,0,1.06,0.57,0,0,0,0,0,0
 72-82,0,0,0,0,0,0.59,0,0,1.83,0,0,0,0,0,0
 84-94,0,0,0,0,0,0.88,0,0,1.2,0,0.61,0,0,0,0
 96-106,0,0,1.14,1.61,0,0,0,0,3.3,0,0,0,0,0,0
