stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,138.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5773.03,0,0,0,0,0,0,0,0,0,0
  5-6,48.75,597.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14526.62,0,0,0,0,0,0,0,0,0,0
  7-9,40.03,18.11,0,24.24,0,0,0,95.23,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,562.27,44.69,0,0,130.78,0,3101.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.27,0,120.75,0,0,0,25.48,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,674.12,13.78,0,0,141.87,0,908.52,0,24.36,0,13.68,0,0,0,0,0,0
 14-21,0,0,0,5.82,161.26,22.76,0,11.03,0,28.08,0,5.5,3.66,1.86,0.92,2.27,9.67,0,0,0,1.65,22.7,16.41,0,23.22,197.62,16,2.16,0,2.98,0,15277.46,30.23,1.04,1.69,13.22,64.69,0,0,4.07,0,0.84
 24-34,0,0,0,2.69,198.85,16.72,0,100.2,0,2711.74,899.5,26.57,16.1,6.5,7.31,3.98,20.12,0,0.63,0.65,4.03,68.38,127.06,0,98.12,1197.43,56.54,114.62,5.2,0,1.99,25601.98,0,2.22,5.96,135.02,1262.01,0,0,45.44,0,10.75
 36-46,0,0,0,0,343.33,0,0,140.06,9.02,10745.83,4095.54,29.9,82.86,0,0,28.1,47.38,0,0.79,0.83,37.1,107.7,124.42,2.4,794.57,1715.87,23.93,67.8,1.67,0,0,33772.25,0,0,1.23,2.35,1689.15,0,0,18.76,0,25.14
 48-58,0,0,0,0,52.75,3.96,0,483.43,0.41,10939.31,7164.96,111.55,67.32,1.33,3.57,6.23,16.66,1.38,9.13,3.67,20.86,303.06,31.8,4.07,392.79,1495.56,18.88,24.56,5.65,9.55,2.75,31585.59,0,2.37,3.09,0,1328.32,0,0.4,18.38,0,68.48
 60-70,2.42,0,0.65,0,180.02,4.97,0,559.74,1.96,9775.14,5886.39,73.19,0.83,0,0.79,3.03,17.25,2.76,0.77,1.63,18.48,165.69,40.14,2.38,227.55,912.2,10.35,8.22,4.35,0,0,38172.97,0,1.35,1.01,0,374.36,0,4.24,5.62,1.44,44.61
 72-82,0,0,0,0,35.4,11.59,0,511.92,3.48,5654.16,8063.98,59.21,6.52,0,0.79,5.89,3.88,2.71,0,13.41,0,191.01,64.93,12.07,411.85,648,0.72,11.8,11.2,0,0,23725.06,0,1.99,0,0,488.69,24.97,5.59,16.83,23.35,70.72
 84-94,0,0,1.43,0,43.19,33.77,0,516.96,0,12501.67,4976.79,93.66,34.49,0,13.47,3.28,10.41,0,22.43,5.7,0,328,45.25,5.25,241.94,523.29,0,12.05,3.89,0,0,57044.53,0,4.94,17.59,0,587.88,128.15,0,35.82,33.59,2.72
 96-106,0,0,0,34.4,99.29,71.15,5.96,365.04,6.84,10024.9,3658.68,63.03,8.86,0,0.68,26.64,33.08,7.49,44.77,49.35,1.18,162.1,40.49,3.51,21.3,575.44,2.22,11.75,6.7,0,1.37,31012.23,0,38.23,15.49,0,55.31,85.33,0,54.94,6.38,32.08
108-118,0,0,1.63,0,93.82,23.2,15.05,261.47,1.3,12019.1,2584.43,49.4,13.19,0,1.1,8,14.9,4.24,3.23,30.78,1.61,215.9,29.63,0,36.31,645.4,0,14.1,4.32,0,8.33,21544.92,0,0.89,0,0,247.66,87.97,0.53,11.04,1.42,2.22
120,0,0,0,0,192.33,27,7.06,206.87,0,10331.8,3067.67,36.66,4.36,0,0,3.38,1.72,0,2.86,16.79,0,107.5,16.21,15.7,43.64,628.67,0,38.83,14.97,0,0,14697.92,0,6.97,0,0,95.27,34.25,9.46,22.01,0,2.59
