stage,blastomeres,eye,mesenchyme,muscle,neural,paraxial.mesoderm,somites
  5-6,34.26,0,0,0,0,0,0
 10-12,0,0,0,0,0,5.19,0
 14-21,0,0,0,0,0,0,1.13
 24-34,0,0,0.9,0,0,0,0
 36-46,0,0,0,0,1.63,0,0
 48-58,0,0,0,2.7,0,0,0
 60-70,0,0,0,0,3.19,0,0
 72-82,0,5.27,0,0,0,0,0
 84-94,0,0,0.62,0,1.3,0,0
