stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,377.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,0,0,0,0,0,0,0,0,0,0
  5-6,22.49,92.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.75,0,0,6.05,0,0,0,19.4,0,0,0,0,0,17.06,0,0,0,0,0,0,0,0,0,0,0,72.53,5.9,0,0,25.41,0,0,7.58,0,0,0,0,0,0,0,0,0
 10-12,0,18.61,0,18.02,0,5.53,0,56.29,0,0,0,0,0,41.38,0,0,0,0,0,0,0,0,0,0,0,276.85,8.77,0,0,82.35,0,0,9.69,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,1.07,37,5.99,0,7.23,0,0,0,1.71,2.29,4.67,0,1.04,0.81,0,0,0,0,3.97,0,0,4,121.14,28.86,1.55,1.02,0.81,0,14.21,0,3,4.39,10.19,27.21,0,0,2.88,0,0
 24-34,0,0,4.46,0,4.75,0,0,34.55,0,6.59,2.57,0,0,0,0,2.6,1.34,0,1.95,4.01,3.25,13.21,2.72,0,15.55,258.74,8.75,3.27,0,0,0,39.68,0,0,5.75,0.75,59.62,0,0,22.83,0,0
 36-46,0,0,1.41,0,11,0,0,32,0,0,0.57,8.88,0,0,0,17.85,21.71,0,0,0,20.16,11.03,0,0,3.28,307.11,0.82,3.85,4.08,0,0,63.1,0,0,2.08,0,54.11,0,0,3.84,0,0.96
 48-58,0,0,0.49,0,9.79,0,0,110.65,0,2.86,0,38.84,1.36,0,1.85,0.42,9.47,0.64,0.48,6.62,13.3,32.37,2.21,1.4,5.08,464.82,0.66,2.53,0,0,0,23.7,0,0,6.4,0,69.43,0,0,6.39,0,19.48
 60-70,0,0,0.62,0,21,0,0,215.31,0,0,1.27,24.31,5.23,0,0,1.88,10.81,19.54,0,0,3.44,49.77,0.58,0,0.93,503.97,0,3.45,1.72,0,0.84,33.19,0,0,0.6,0,44.02,0,0,4.85,0,7.79
 72-82,0,0,1.98,0,4.54,3.55,0,255.83,0,0,10.12,34.63,3.8,0,0.79,5.53,11.84,1.98,0,1.36,0,45.36,0,4.39,3.95,480.84,1.1,2.45,8.17,0,0,16.86,0,0,0,0,25.78,2.31,4.07,20.18,1.73,12.61
 84-94,0,0,0.8,0,7.56,6.94,0,219.76,0,10.02,0.94,29.1,12.13,0,0,6.55,28.32,3.44,2.74,0,5.94,46.34,1.53,6.81,1.93,318.81,3.15,1.16,10.18,0,0,51.46,0,0,3.69,0,19.98,0,1.04,4.18,3.53,0
 96-106,0,0,2.02,0,18.63,17.62,3.64,153.68,0.64,1.21,1.08,36.93,11.74,0,1,9.51,32.59,3.65,0,0,0.69,20.74,0.72,1.88,0,246.25,0,1.84,9.99,0,3.64,39.23,1.06,0,0,0,4.9,0,3.11,6.64,9.27,6.59
108-118,0,0,1.44,0,8.75,0,5.22,170.87,0,0.98,0,28,5.18,0,0,4.46,36.71,1.07,1.92,0,0,14.92,3.2,1.04,2.63,292.95,0,0.47,11.14,0,0,24.09,0.48,0,1.8,0,6.29,0.94,0,0.95,9.65,0
120,0,0,4.37,0,1.21,0,0,234.32,0,14.64,0,44.2,24.71,0,0,6.08,43.11,18.19,3.58,0,0,5.14,3.54,0,3.16,390.88,0,2,6.71,0,0,26.72,0,0,5.95,0,21.68,0,4.12,10.81,7.91,1.1
