stage,eye,glial,gut,neural,spinal_cord
 10-12,0,0,0,9.12,0
 14-21,0,0,0,2.55,0
 24-34,0,0,0,4.09,3.77
 36-46,0,0,0,3.49,5.24
 48-58,0,0,0,1.81,0
 60-70,0,0,0,0.73,4.9
 72-82,4.55,2.61,0,0.89,1.16
108-118,0,0,0.49,0,0
120,0,0,0,11.5,0
