stage,epidermis,erythrocytes,eye,gut,immune,ionocyte,mesenchyme,mural_cell,neural,periderm,vasculature
 14-21,0,0,0,0,0,0,0,0,0,0,1.02
 36-46,0,19.89,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,1.58,0,0.39
 60-70,0,6.54,0,0,2.21,1.42,11.86,0,0,0,0
 72-82,3.62,1.36,0,0,9.99,0,11.13,0,1.99,0,0
 84-94,0,3.42,0.67,0,13.29,0,0,5.51,9.24,0,0
 96-106,5.75,18.05,1.11,1.35,17.73,0,6.93,4.02,8.67,0,0
108-118,9.96,3.26,0,1.14,27.06,0,13.38,0,7.69,0.81,1.57
120,18.56,14.51,0,0,29.49,0,0,0,13.95,3.11,0
