stage,eye,ionocyte,lateral_line,mucous,neural,otic,periderm,spinal_cord
 14-21,0,0,0,0,7.53,0,0,0
 24-34,0,0,0.86,0.66,0,0,0,0
 36-46,0,0,0,0,0,0.57,0,1.09
 48-58,1.07,0,0,0,0.54,0,0.6,0
 60-70,0,0,0,0,1.24,0,0,0
 72-82,0,0,0,0.6,3.31,0,0,0
 96-106,0,0.93,0,0,0,0,0.8,0
108-118,0,0,0,0,0,0,1.24,0
