stage,erythrocytes,eye,heart,mesenchyme,neural,notochord,spinal.cord,vasculature
 14-21,2.03,0,0,0,0,0,0.99,0
 24-34,0,0.61,0,0.72,0,1.23,5.48,1.77
 36-46,0,0,0,0,4.05,0,0.74,0.87
 48-58,0,0,0,2.57,4.16,0,0.68,1.49
 60-70,0,4.52,0,0,0,0,0,0
 72-82,0,0.79,0.5,0.5,5.59,0,7.76,0.78
 84-94,0,0,0,0,0.8,0,6.92,2.24
108-118,0,0,0,1.02,3.15,0,0,0
