stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,9.64,61.15,9.51,0,20.8,0,0,0,3.93,0.82,0,1.52,0,0,0,0,0,0,26.41,0,0,21.82,294.12,3.74,2.84,3.93,5.32,0,5.37,26.61,2.09,7.71,41.76,73.05,0,0,4.79,0,0
 24-34,0,0,2.75,35.91,5.12,0,67.63,0,0,2.13,13.66,0.73,0,4.75,0,1.34,0,0,2.15,21.44,87.85,0,1.6,40.17,830.61,4.39,12.29,4.33,0,0,32.98,0,5.92,3.79,11.62,177.25,0,0,12.92,0,4.69
 36-46,0,0,0,19.68,1.38,0,159.65,11.95,4.03,9.33,67.45,2.05,0,5.2,4.2,2.03,1.21,1.16,2.4,11.49,96.76,0,1.76,46.29,1195.83,1.47,12.04,7.95,0,0.97,69.77,0,2.61,3.06,0,269.24,0,0,25.44,0,2.65
 48-58,1.29,0,0,32.91,0,0,266.38,2.49,4.76,3.43,87.18,2.3,0.48,1.71,1.17,4.16,4.41,1.9,1.98,3.92,137.54,0.5,3.43,35.42,870.97,4.37,7.17,6.7,0,0,42.63,0,2.12,3.49,0,208.53,0,1.46,16.16,0,4.74
 60-70,0,0.95,0,15.96,0,0,428.14,5.73,5.98,3.04,96.27,11.39,0,0.88,0.98,1.47,0.61,1.23,5.79,0,162.29,0,12.07,20.81,809.75,8.13,8.69,11.64,0,1.44,33.97,0,2.79,8.06,0,92.58,0,0,27.51,1.46,20.32
 72-82,0,0,0,13.1,14.03,0,293.11,9.19,12.05,7.32,71.01,3.18,0.65,6.32,0.63,1.84,1.24,3.4,7.7,4.09,135.98,4.47,3.85,19.86,543.69,0,9.44,6.74,0,0,33.16,0,4.44,0,0,98,2.28,0.61,20.88,1.68,6.78
 84-94,0,1.48,1.04,30.61,17.39,0.59,176.04,2.63,6.71,5.78,70.62,13.28,0.91,4.83,9.01,3.22,5.72,2.43,5.41,4.15,185.58,0.86,14.67,19.62,332.42,3.44,7.53,4.01,0,0,62.8,0,19.22,2.74,0,43.35,1.5,8.69,24.55,3.79,1.69
 96-106,0,0,0,34.91,23.11,0.57,226.31,1.36,3.59,2.25,72.68,3.22,0,0.79,6.86,2.97,6.36,6.98,2.99,1.86,106.35,7.18,1.85,11.09,394.38,1.43,8.4,15.99,0,0,109.13,0,14.23,0.58,0,14.38,1.96,6.17,25.16,0.93,23.85
108-118,0,1.16,1.47,46.35,10.62,1.87,153.88,4.44,4.43,6.25,68.25,11.44,0,2.82,8.52,5.34,4.19,0.85,1.77,2.45,91.87,3.59,5.41,24.08,331.8,2.63,10.71,10.75,0,0,54.75,0,13.16,3.32,0,4.06,2.23,0.8,21.08,0.69,7.26
120,0,0,0,69.8,7.84,0,143.05,2.6,8.35,0,122.27,13.41,0,1.15,31.3,8.66,0,0,4.86,0,198.68,0,29.14,10.84,565.25,7.86,1.26,42.03,0,0,55.38,0,12.85,1.99,0,7.12,5.27,0,23.31,0,1.64
