stage,blastomeres,endoderm,eye,immune,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,pronephros
  3-4,54.59,0,0,0,0,0,0,0,11.94,0
  5-6,20.75,0,0,0,0,7.6,0,0,0,0
  7-9,0,0,0,0,0,0,9.21,8.6,0,0
 10-12,0,6.16,0,0,0,13.23,5.13,27.95,0,17.83
 24-34,0,0,0,0,0,2.21,0,0,0,0
 48-58,0,0,0.53,0,0,0.62,0,0,0,0
 60-70,0,0,0.75,0,0,0,0,0,0,0
 84-94,0,0,0,0.67,1.34,0.67,0,0,3.86,0
 96-106,0,0,1.84,0,0,0.91,0,0,0,0
