stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1138.07,20572.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,1270.28,20913.01,0,63.7,0,0,0,0,0,0,0,0,0,66.01,0,0,0,0,0,0,0,0,0,0,0,529.97,25.93,0,0,175.93,0,307.42,0,0,0,0,0,0,0,0,0,0,0
  7-9,431.7,662.02,0,969.37,0,0,0,2099.36,0,0,0,0,0,472.14,0,0,0,0,0,0,0,0,0,0,0,17633.35,475.91,0,0,5091.85,0,15.55,182.66,0,26.03,0,0,0,0,0,0,0,0
 10-12,5.75,556.55,0,720.07,0,138.95,0,1751.47,0,0,0,0,0,165.97,0,0,0,0,0,3.73,0,0,0,0,7.75,13393.64,339.25,0,0,3966.78,0,0,135.3,23.86,504.98,0,65.16,13.89,0,0,0,0,0
 14-21,0,0,2.8,11.07,164.67,46.55,0,112.41,0,0,0,25.97,12.83,5.11,0,0,3.97,0,0,1.16,2.67,123.25,0,0,56.85,1422.12,10.84,4.37,10.12,22.55,0,7.79,10.51,120.84,3.76,9.53,99.75,368.61,0,0,16.71,0,0.95
 24-34,0,0,2.39,6.19,57.7,3.64,0,280.24,0,0.61,1.48,55.91,1.55,0,6.22,7.38,1.92,0,4.6,7.62,1.23,172.87,1.79,0.81,86.14,2836.57,3.66,28.15,14.45,0,0,38.41,0,1.88,2.45,0.91,21.3,537.02,0,0,63.32,0,1.72
 36-46,0,0,0.95,0.8,31.48,1.95,0,619.64,3.38,2.23,5.09,109.77,8.68,2.29,1.24,6.05,1.21,4.9,5.51,10.44,2.88,215.63,0,0.88,46.67,3062.66,3.66,16.32,9.12,0,0,27.04,0.81,0,4.41,0,0,659.8,0,0.85,45.83,0,12.81
 48-58,0,0,0,0,40.41,0.43,0,1027.46,0,5.53,8.71,196.54,4.47,1.69,9.01,2.39,0.4,4.32,1.27,6.95,0,281.96,0.74,4.66,46.79,2447.11,7.01,11.36,12.7,0,0.48,33.6,0,0,2.34,0,0,446.92,0,0.61,27.8,0.78,5.73
 60-70,0,0,0.7,0,32.82,0,0,1221.5,0.63,5.24,4.33,154.46,16.78,0,3.69,11.23,0,2.32,3.18,7.28,0,284.98,0.62,26.74,26.13,1896.51,1.58,11.93,15.26,0,3.72,24.15,0.64,5.3,0,0,0,226.3,0,6.67,34.25,0,15.34
 72-82,0,0,3.35,0,31.97,6.36,0,840.86,0.55,3.04,6.9,122.44,8.21,0,3.19,6.88,3.22,5.29,3.21,0,0,259.01,6.36,11.13,25.07,1181.44,2.2,13.71,8.98,0,1.6,23.05,0,0,4.19,0,0,89.21,0.8,6.84,40.4,5.12,3.15
 84-94,0.62,0,2.03,0,42.82,2.27,1.17,549.98,1.36,12.99,9.15,83.48,10.79,0.77,3.07,10.18,10.2,3.43,2.21,2.07,2.57,215.8,4.15,23.92,26.93,894.26,1.54,11.97,14.26,0,0.83,37.73,0,0,1.63,0,0,90.89,12.81,4.49,38.94,7.39,0
 96-106,0,0,0,0,43.34,14.83,1.07,465.89,0.89,11.23,10.84,89.01,14.16,0,4.75,18.16,0.6,0,3.35,2.62,0,136.46,1.65,5.83,8.58,637.52,3.64,16.17,17.1,1.2,0,24.14,0,0,1.56,0,0,22.65,3.17,1.64,43.65,4.11,2.04
108-118,0,0,4.9,0.74,32.84,4.66,1.09,398.8,0.58,6.72,1.13,71.89,6.02,0,1.44,15.16,6.77,7.06,2.87,8.54,1.06,145.61,1.1,1.76,12.86,847.03,2.69,19.01,16.39,0,14.03,18.82,0,0,1.41,0.42,0,15.21,0.86,1.22,29.88,6.32,5.4
120,0,0,0,0,46.72,1.85,0,351.07,0,3.57,7.11,104.83,8.8,0,2.11,28.45,3.6,4.66,4.65,4.16,0,113.66,0,2.08,12.66,905.7,7.93,5.9,11.67,0,0,29.89,0,0,1.94,0,0,6.08,2.39,0,26.56,26.5,0
