stage,epidermis,eye,gut,mesenchyme,mucous,muscle,neural,olfactory,periderm,spinal.cord
 10-12,0,0,0,0,0,0,7.53,0,0,0
 14-21,0.99,0,0,0,0,1.13,3.43,0,0,0
 24-34,0,0,0.67,0,0,0.66,0,0,0,0
 48-58,0,0,0,0.63,0,0,0,0.47,0,0.88
 60-70,0.6,3.79,0,0,0,0,0,0,0,0
 72-82,0,3.98,0,0,0,0,0,0,2.46,0
 84-94,0,0,0,7.83,0,0,0.73,0,0,0
 96-106,0,0,0,1.68,4.41,0,0,0,0,0
108-118,0,0,0,1.41,0,0,1.55,0,0,0
