stage,blastomeres,erythrocytes,eye,mesenchyme,muscle,neural,olfactory,otic,pericytes,vasculature
  3-4,147.13,0,0,0,0,0,0,0,0,0
  5-6,63.33,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,20.6,0,0,0,0
 24-34,0,0,0,0,0,0.79,0,0,0,0
 36-46,0,0,0.8,0,0,3.01,0,0,0,0
 48-58,0,0,0,0.72,0,2.01,0,0,0,0
 60-70,0,0,7.18,0.62,1.13,11.25,1.51,0,0,9.84
 72-82,0,0,1.32,0.7,0,0.51,0,0,0.71,0
 84-94,0,0,5.62,3.26,0,5.56,0,0,0,0
 96-106,0,0,6.35,0,0,0,0,0.93,0,0
108-118,0,4.51,0,0,0,2.16,0,0,0,0
120,0,0,15.46,0,0,0,0,0,0,0
