stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,16.64,0,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.78,0,0,0,7.96,0,0,0,5.98,0,0,0,0,0,0,0,0
 14-21,0,0,0,8.09,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,1.05,0,0,0,7.64,0,0,0,0,0,1.01,1.27,0.82,0,2.72,4.91,0,0,0,0,0.84
 24-34,0,0,0.65,3.8,0,0,1.77,0,0,0,2.37,0,0,3.27,1.68,0,0,0,0,0,11.06,0,0,2.98,24.71,1.57,0,0,0,1.14,5.54,0,0,0.66,0,4.1,0,0,7.73,0,0
 36-46,0,0,0,3.2,0,0,2.13,0.73,0,1.19,11.13,0,0,0,2.14,0,0,0,0,0,12.73,0,0,0.76,24.38,1.61,0,1.84,0,0,11.78,0,0,0,0,4.24,0,0,0.75,0,0
 48-58,0,0,0,1.68,0,0,2.21,0.63,2.6,0.41,14.21,0,0,0,1.02,0,0,0,0,2.79,99.16,0,0,1.52,8.18,0.38,0,0,0,0,12.23,0,0,0,0,2.8,0,0,0.84,0,4.59
 60-70,0,0,0,2.14,0,0,8.1,0,2.58,0,3.28,0.72,0,0,0.98,0,0,0,0,0,470.91,0.67,1.19,2.22,4.95,0,0,0,0,0,12.39,0,0,1.01,0,0,0,0.84,0,0,0
 72-82,0,0,0,8.62,3.24,0,17.02,0.7,0.68,1.2,21.78,1.92,0,2.85,1.3,5.53,9.12,0,0.62,3.9,1304.59,0.56,0,0.66,61.36,1.92,4.33,2.87,0,2.23,3.15,0,0,8.92,0,12.3,0,0,4.26,1.22,0
 84-94,0,1.19,0,5.25,0,0,30.8,0,0,1.88,15.6,1.36,0,0,5.82,0,0,0,0,6.93,1149.86,0,5.53,0.68,27.53,0,0.71,1,0,0,9.73,0,3.59,0,0,4.45,0,1.22,0.61,0,0
 96-106,0,0,0,12.46,0,0,17.92,0,0,0,10.81,3.42,0,0,5.59,0.77,0,1.3,4.52,0,898.19,0,0,5.33,39.66,0,0,3.36,0,2.9,10.46,0,0,0,0,0,0,0,9.84,1.93,0
108-118,0,0.47,0,9.53,0,4,18.98,0,3.19,3.65,13.47,8.14,0,0,5.12,4.04,0,0.56,0.6,7.97,730.96,2.96,2.81,0,15.14,1.06,0,0,0,0,5.04,0,0.52,0,0,0,0.47,2.67,5.03,0,0
120,0,0,0,10.31,1.64,1.65,7.44,0,0,0,4.41,5.07,0,0,3.52,0,0,0,5.4,5.22,1291.41,0,0,0,20.28,0,0,9.8,0,10.01,1,0,0,0,0,0,0,0,2.75,0,0
