stage,endoderm,epidermis,eye,glial,mesenchyme,neural,olfactory,somites,spinal.cord,taste
 10-12,5.95,0,0,0,0,24.03,0,0,0,0
 14-21,0,1.48,0,0,0,0,0,1.01,3.33,0
 24-34,0,0,0,0,0,0,0,0.65,0,0
 36-46,0,0,0,0,1.43,0,0,0,0,0
 60-70,0,0,0.99,0,0.65,2.21,85.23,0,0,0
 72-82,0,0,0,1.26,0.67,0.91,125.06,0,0,0
 84-94,0,0,0,0,0,1.52,5.65,0,0,0
 96-106,0,0,0,0,0,0.61,18.74,0,0,0
108-118,0,2.93,0,0,0,0,24.29,0,0,1.25
120,0,0,0,0,0,7.73,16.68,0,0,0
