stage,neural,olfactory,spinal_cord
 14-21,4.38,0,0
 24-34,12.35,0,0
 36-46,28.48,0,0
 48-58,21.88,1.22,1.52
 60-70,16.21,0,0
 96-106,3.1,0,0
108-118,5.28,0,0
