stage,epidermis,eye,mesenchyme,neural,olfactory,otic,slow.muscle,spinal.cord,taste
 14-21,0,0,0,1.1,0,0,0,0,0
 24-34,0,0.66,0,2.34,4.64,0,0,0,0
 36-46,0,0,0,3.77,0,0,5.36,0,0
 48-58,0,0.52,0,5.64,0,0.44,0,0,0
 60-70,0,0.84,0,9.67,0,0,0,0,0
 72-82,0,2.85,0.63,3.18,0,0,0,0,0.5
 84-94,0,0,2.11,1.9,0,0,0,1.86,0
 96-106,0,3.28,1.08,3.98,0,0,0,0,0
108-118,0.57,2.36,0,5.41,0,0,0,0,0
