stage,eye,glial,heart,mesenchyme,neural,olfactory,spinal.cord,vascular.smooth.muscle
 14-21,0,1.1,0,1.43,0,0,1.23,0
 24-34,0,0,0,0,0.6,0,0.63,0
 36-46,0.63,0,1.27,0,8.3,0,1.02,0
 48-58,0,0,0,0,4.6,0,0.47,0
 60-70,1.12,0,0,0,2.41,0,0.67,0
 72-82,0,0,0,0,2.26,0,0,0
 84-94,0,0,0,0,4.08,0,0,0
 96-106,0.61,0,0,0,0,1.76,0,0
108-118,2.28,0,0,0,10.4,0,0,1.09
