stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,16.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,5.28,0,6.49,0,5.14,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.7,0,0,0,35.26,0,0,0,0,0,0,9.08,0,0,0,0,0
 14-21,0,1.3,0,1.32,1.04,0,109.44,0,0,0,3.18,0,1.11,0,0,0,0,0,0,0,4.9,0,0,0,1201.22,0,4.1,0,0.87,0,0,1.06,0,0,4.46,601.94,0,0,0,0,0
 24-34,0,0,0,1.64,4.89,0,1186.21,0,0,0.92,5.31,0,15.86,0,0,0,0,0,0,0,18.59,0,0,4.64,2832.03,0,77.87,0,0,0,0.61,0,0,3.34,0.84,1037.16,0,0,3.43,0,0
 36-46,0,0,0,3.4,0,0,3220.89,0,5.91,0,22.67,0,0,3.63,0,0,26.77,0,0,0,9.92,0,0,0,3063.08,0,17.56,1.57,0,0,0,0,0,0,0,1152.13,0,0,4.82,0,0
 48-58,0,0,0,23.87,2.56,0,5549.34,0,10.32,6.92,81.89,0,0,2.51,0,0,2.58,0,0,6.04,32.53,0.46,4.63,4.84,5396.85,1.27,18.25,2.18,0,0,10.3,0,0,0.4,0,2077.9,0,0,6.49,0,13.18
 60-70,0,0,0,19.62,5.49,0,9911.01,0,2.48,1.8,126.73,0,0,0.84,0.58,0,10.54,0,5.1,2.51,36.02,0,0,3.25,6087.64,4.58,6.23,1.66,0,0,8.85,0,8.62,0,0,2481.13,0,0,4.03,0,11.51
 72-82,0,1.42,0,29.85,18.96,0,11297.98,3.28,2.62,7.32,174.43,5.43,0,0.58,4.23,1.47,0.79,0.53,1.2,0,96.41,0,2.79,4.22,6494.76,0,14.86,7.38,0,2.24,8.27,0,0.73,0.79,0,1626.47,0,2.14,11.22,3.37,0
 84-94,0,1.15,0,85.78,10.58,0,6695.11,0,19.63,1.38,215.8,5.58,0,3.49,13.49,3.82,0.7,1.88,0.92,1.05,98.49,0,4.64,7.13,4599.69,0.68,4.2,7.29,0,0,23.43,0,0.73,0,0,1108.45,0,2.47,20.36,4.68,4.1
 96-106,0,4.95,0,57.11,12.94,1.05,5647.55,3.21,3.78,0.77,167.6,2.72,0,6.45,3.95,0,0,0,15.76,0,97.35,0,0,5.46,3463.97,1.38,6.15,2.25,0,4.85,20.95,0,0,1.42,0,290.47,1.26,1.74,1.56,6.08,20.45
108-118,0,0,0,41.65,7.06,2.51,5950.75,0,1.17,2.54,106.35,5.3,0,0,5.89,2.12,0,0,0,0,50.78,1.27,8.44,8.04,4914.05,1.89,5.04,3.72,0,0,6.99,0,0,0,0,386.28,10.26,2.03,4.94,0,11.83
120,0,0,0,22.26,37.41,7.39,4115.66,0,7.97,0,140.02,0,0,0,0,0,0,0,0,0,56.26,0,0,8.37,5130.14,0,8.76,20.09,0,14.73,2.23,0,0,0,0,79.87,0,0,0,0,0
