stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.8,712.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,51.18,765.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,0,0,0,39.25,0,7.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,43.66,70.84,0,47.88,0,0,0,207.35,0,0,0,0,0,30.6,0,0,0,0,0,0,0,0,0,0,1278.51,82.62,0,0,454.59,0,7.97,10.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,29.96,0,75.36,0,14.9,0,196.86,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,1098.67,30.81,0,0,453.02,0,7.62,0,0,53.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.76,47.21,5.1,0,10.6,0,0.91,0,9.69,0,0,1.7,0,0,0,0,0,15.3,0,0,14.17,247.5,2.95,0.89,1.78,6.53,0,6.42,0,34.31,11.94,0,13.27,111.48,0,0,0,0,0
 24-34,0,0,0,0,10.18,2.93,0,33.4,0,0,0,19.08,0,0,2.94,0,0.89,0,0.67,0,45.88,0,0,11.43,443.69,0.79,2.92,2.6,0,2.91,5.4,0,0,0.83,0,4.35,93.07,0,0,0,0,1.72
 36-46,0,0,0,0,2.64,0,0,74.6,0,0,2.2,27.18,0,0,2.53,0,0,0,0.67,0,77.99,0,0.8,20.01,303.71,1.67,7.57,2.03,0,0,0.82,0,0,0,0,0,103.48,0,0,11.85,0,0
 48-58,0,1.29,0,0,4.84,0,0,143.97,0,0,1.3,34.77,0,0,1.37,0.85,0,0.46,0.92,5.01,98.72,0.41,4.01,8.84,409.8,0,3.92,2.2,0,0,2.24,0,0,0.46,0,0,63.53,0,0,2.82,0,3.22
 60-70,0,0,0,0,5.33,0,0,204.61,0.58,0,0.8,41.61,1.38,0,0,0,0,9.62,1.75,0,138.57,0,1.84,5.35,292.38,0,5.59,2.63,0,0,1.61,0,0,0,0,0,27.79,0,0.57,4.62,0,0.65
 72-82,0,0,0.5,0,3.35,0,0,146.95,0,0.71,3.41,33.55,3.47,0,0,0,0.63,0,3.43,0,215.65,0,8.41,3.29,242.41,0,7.38,3.2,0,0,1.97,0,0,0.64,0,0,32.56,1.51,1.98,3.41,1.95,0
 84-94,0,0,1.11,0,9.75,0,0,99.32,0,1.52,5.01,28.19,0.88,0,0,0.87,2.4,0,0,0,276.33,0,1.64,12.31,193.42,2.04,7.57,7.72,0,0,4.61,0,0,0,0,0,26.02,0,1.27,2.02,4.88,0
 96-106,0,0,0,0,8.09,0.71,2.14,77.98,0,1.6,3.6,20.29,0.93,0,0,0,0,0.76,0.58,3.24,200.05,0,1.72,5,169.89,0,5.9,9.34,0,0,4.82,0,0,1.09,0,0,24.41,4.97,0,0,2.56,0
108-118,0,0,0,0,10.54,0.47,0.72,109.48,0,5.07,4.81,36.89,0.49,0,0.99,1.46,5.46,0.55,1.41,0,193.65,0.54,1.25,12,189.85,0,0.99,6.56,0,2.63,11.68,0,0,0.94,0.47,0,9.51,0.43,3.81,3.52,6.65,0.82
120,0,0,0,3.17,17.25,10.52,0,72.51,0,2.63,3.55,88.46,1.22,0,0,0,5.57,0,4.72,0,266.69,0,0,20.61,284.52,0,3.8,12.28,0,0,2.6,0,0,2.78,0,0,4.51,0,0,21.03,0,0
