stage,eye,glial,mesenchyme,neural,olfactory,spinal_cord
 14-21,0,0,0,0.9,0,0
 24-34,0,0,0,6.75,0,2.99
 36-46,1.08,0,0,28.21,0,6.12
 48-58,2.77,1.33,0,43.49,0,2.98
 60-70,11.51,0.72,0,81.21,0,5.34
 72-82,23.97,0,0,46.34,0,1.24
 84-94,22.41,0.59,0,44.83,0,0
 96-106,5.93,0,0,52.38,0,0
108-118,17,0,0.98,26.68,0,0
120,0,0,0,29.75,14.86,0
