stage,endoderm,epidermis,neural,periderm,spinal.cord,vasculature
 14-21,1.3,0,0,0,0,0
 24-34,0,0,2.41,4.84,0,1.32
 36-46,0,0,10.31,0,0,0
 48-58,0,0,0,4.3,0,0
 60-70,0,0,1.09,0,2.66,0
 72-82,0,0,0,0,0,1.51
 84-94,0,0,0,0.93,0,0
 96-106,0,0.79,0,1.68,0,0
108-118,0,0.58,0,2.45,0,0
