stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,8.91,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.94,0,0,0,72.6,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,67.53,236.88,0,5.97,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,2162.52,8.45,0,0,404.48,0,3.07,0,0,77.9,0,9.98,9.29,0,0,0,0,0
 14-21,0,0,244.62,925.95,20.71,0,2.54,0,0,0,105.26,69.34,2.24,0,0,5.18,0,0,0,5.08,761.63,7.01,0,697.12,405.52,30.22,0,1.67,1.58,0,0,5.43,68.92,73.42,0,552.78,593.94,0,0,21.22,0,0
 24-34,0,0,21.24,197.37,0,0,14.83,0,3.03,2.01,118.66,9.15,0,0,0,1.48,2.13,14.85,0.84,6.19,438.57,2.15,0,351.22,297.97,7.34,0.95,0.78,0,1.98,4.19,0,3.08,18.45,0,37.06,616.76,0,0,96.3,0,0
 36-46,0,0,5.04,21.02,3.51,0,11.75,0,1.15,16.66,18.88,0,0,2.68,0,0,4.26,7.09,0,0,261.75,0,3.11,86.55,53.22,2.1,0,0,0,1.69,0,0.98,1.63,13.31,2.63,0,109.48,0,0,35.55,0,1.76
 48-58,0,0,2.88,23.77,0.53,0,29.21,0,7.55,85.15,11.97,6.3,0,1.87,0,0,1.44,11.64,0,4.9,406.1,0,6.69,126.05,112.48,20.09,0.38,4.01,0,0.56,0.53,0,0,3.93,0,0,29.19,0,0,41.32,0,0
 60-70,0,0,0,9.78,0,0,29.96,0,2.86,78.92,22.8,10.57,0,1.55,6.44,0,0.78,17.2,0,2.22,410.81,2.41,21.58,64.33,150,6.05,0,1.41,0,1.95,4.04,0,0,5.58,2.06,0,14.37,0,4.66,54.63,5.36,0
 72-82,0,0,0,24.51,0.51,0,167.69,0.5,0.65,90.21,127.42,28.13,0,9.73,0,0,9.24,18.08,1.36,0,1043.36,0,27.04,110.48,153.03,18.19,0.58,13.15,0,17.77,0.6,0,0,0,0,0,9.56,1.37,13.51,132.27,17.55,0
 84-94,0,0,0,37.87,0.72,0,114.1,0,1.8,76.9,87.27,39.94,0,0,0,0,1.64,26.57,0,0,863.86,0,42.75,100.23,96.64,15.09,3.8,23.26,0,30.16,0,0,0,8.02,0,0,7.41,3.02,9.09,153.48,17.08,0
 96-106,0,0,0,82.24,10.12,7.83,237.37,0.74,12.62,77.45,193.23,31.13,0,9.61,1.92,0,1.07,22.74,2.74,0,1393.63,1.23,88.37,190.71,237.13,67.46,41.97,17.3,0,46.28,9.27,0,0,0,0,0,3.42,39.77,15.26,307.5,35.37,3.5
108-118,0.5,0,0,30.56,0,0,246.34,0.73,4.76,44.87,162.12,29.95,0,10.56,0.42,0,9.95,26.51,3.21,0,1385.7,1.14,49.11,90.8,235.15,78.08,9.6,19.37,0,26.96,1.93,0,0,1.37,0,0,1.26,8.52,26.32,253.69,11.38,0.46
120,0,0,0,54.1,1.58,0,140.99,0,0,21.68,102.14,27.41,0,0,18.69,2.78,13.11,32.42,0,0,1278.51,0,112.61,49.64,194.85,176.57,0,20.87,0,40.26,10.15,0,0,0,0,0,6.18,6.16,31.03,221.52,21.4,0
