stage,epidermis,eye,fin_mesenchyme,mesenchyme,muscle,neural,notochord,olfactory,otic,spinal_cord
 14-21,0,0,0,0,0.85,1.37,0,0,0,0
 24-34,0,0.59,0.61,0.72,0,4.03,0,0,0,0
 36-46,0,0,0,0.87,0,4.05,0,0,0,0
 48-58,0,7.8,0,10.33,0,3.67,0,1.08,0,1.43
 60-70,0,11.77,0,0,2.21,10.69,0,0,0,1.93
 72-82,0,4.97,0,2.3,0,31.11,0,0,0,0
 84-94,0,5.1,0,3.02,0,5.24,0,0,0.6,0
 96-106,0,24.45,6,0,0.91,15.73,0,0,0,0
108-118,0,8.09,0,0,0,13.61,0,0,0,0
120,2.07,9.62,0,0,0,15.49,1.81,0,0,0
