stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.43,131.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.02,47.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.08,6.62,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.94,15.5,0,0,31.71,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,19.13,0,0,15.88,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,235.29,5.28,0,0,53.93,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.16,12.42,4.47,10.16,0,0.87,0,3.09,0,0,1.07,0,0,0,0,0,0,17.17,0,0,5.48,109.46,2.11,1.83,6.02,3.99,0,0,19.15,0.88,13.2,18.82,28.51,0,0,0,0,0
 24-34,0,0,0,0,7.48,0,7.39,0,0,0.68,0,0.77,0,0.67,0,0.81,0,1.26,0,0,17.72,0,0,7.28,83.1,0,1.42,1.69,0,0,0.59,1.19,0,0,1.33,24.21,0,0,2.29,0,1.74
 36-46,0,0,0,0,3.65,0,9.39,1.45,0,3.16,3.89,0,0,3.78,0,0,0,0,0,0,15.42,0.78,0,7.46,79.56,1.56,0,0.58,0,0,0.86,0,0,0,0,25.34,0,0,3.26,0,1.74
 48-58,0,0,0,0,2.41,0,15.69,0,0,1.58,16.31,4.06,0,0,1.12,0,0,1.1,0,0.43,29.82,0,6.68,1.81,55.3,2.1,1.25,0.79,0,0,0.9,0,0,0,0,21.32,0,0.89,0.48,0,1.14
 60-70,0,0,0,0,6.69,0,34.3,0,3.94,1.48,5.17,1.72,0,0.95,0,0,0,0,1.82,2.64,33.49,0,0,6.84,16.4,18.41,4.76,8.09,0,0,0,0,0.62,0,0,2.77,0,0,0.72,0.59,9.9
 72-82,0,0,0,0,12.29,4.5,37.83,0,0.5,0.74,31.9,0.76,0,0,0,0,0,0,0,0,71.86,0,3.13,5.86,31.28,0,2.38,1.22,0,0.72,1.06,0,0,0,0,2.9,0,2.06,1.63,0.57,0
 84-94,0,0,1.29,0,5.48,9.67,72.37,0,0,0.6,17.23,0.57,0,0,0.7,0.58,0.55,0.83,2.29,0,61.71,0,7.35,4.05,10.91,0.65,0,1.71,0,2.02,6.07,0,0,0,0,6.48,0,0,2.6,3.88,0
 96-106,0,0,0,0,1.18,6.59,44.2,1.26,1.32,2.63,28.53,1.41,0,0,0.71,0,0,1.7,0,0,56.56,4.41,5.23,0,15.74,0,0,4.44,0,0,4.75,0,0,0,0,3.26,4.08,2.38,3.13,4.18,0
108-118,0,0,0,0,6.21,5.98,53.95,0,0.43,0.5,23.55,0,0,0,1.18,0.42,2.75,0.84,1.2,0,58.53,0,2.71,1.96,19.23,1.56,0,1.52,0,1.49,5.84,0,1.06,0,0,1.84,1.03,0,0.5,2.75,0
120,0,0,0,0,6.39,3.32,52.19,0,2.12,0,56.26,2.56,0,0,0,0,0,0,1.4,0,65.33,0,0,8.98,4.79,0,0,1.59,0,0,10.57,0,0,0,0,0,0,1.54,0,0,8.31
