stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,330.24,11259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.61,0,0,0,0,0,0,0,0,0,0,0
  5-6,463.56,6245.02,0,20.52,0,0,0,0,0,0,0,0,22.48,0,0,0,0,0,0,0,0,0,0,0,343.23,16.48,0,0,33.68,0,972.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,185.46,246.46,0,196.53,0,6.96,1406.37,0,0,0,0,0,113.4,0,0,0,0,0,0,0,0,0,0,0,9950.03,284.57,0,0,2339.1,0,289.9,131.34,0,0,0,0,0,0,0,0,0,0
 10-12,0,223.55,0,300.27,0,71.23,1010.11,0,0,0,0,0,30.82,0,0,0,0,0,3.73,0,0,0,0,0,9641.03,192.55,0,0,2515.61,0,68.95,57.37,0,322.93,0,47.79,37.14,0,0,0,0,0
 14-21,0.93,0,2.45,15.42,226.94,207.35,479.19,0,1.87,0,83.9,10.58,7.63,7.19,0,4.68,0,1.33,0,2.67,112.22,0,0,119.19,6066.22,91.04,19.31,44.88,89.7,0,219.42,4.5,257.65,14.66,237.19,437.66,1279.24,0,0,43.6,0,5.28
 24-34,0,0,2.68,3.96,89.65,22.13,840.6,2.36,2.33,3.38,162.61,2.08,0,9.7,6.66,2.67,10.52,8.23,2.17,8.7,199.74,0,2.33,92.84,6711.23,50.96,83.38,33.86,1,0,271.06,0,0,8.68,26.51,67.85,1306.19,0,0,109.55,0,3.75
 36-46,0,0,0.95,0,43.04,0.67,1417.83,11.37,7.73,5.4,321.43,1.31,0.76,5.41,7.8,0,9.56,8.23,0,22.09,158.27,0.6,4.63,43.44,4849.42,40.39,119.93,13.97,0,0,296,0.73,0,0.62,15.72,0.6,1385.51,0,0,90.63,0,13.89
 48-58,0.58,0,0.41,0,19.57,0.46,1456.99,5.71,3.43,6.27,466.08,0.39,2.99,7.36,5.56,10.55,7.43,5.42,2.28,40.9,163.64,0.71,2.03,23.31,2129.75,31.26,98.04,16.11,0,0.46,131.65,0.98,0,0.86,7.06,0,852.06,0,0.92,51.81,0,18.05
 60-70,0,0,1.87,0,42.13,0,1020.84,2.82,4.93,4.99,618.54,9.43,1.94,2.98,38.38,3.1,20.41,15.64,0,22.11,193.49,0.85,11.43,23.46,1900.02,22.16,101,42.06,0,0,137.57,0,0,1.67,10.34,0,438.77,0,3.04,58.78,0.83,18.02
 72-82,0,0,2.75,0.63,34.4,7.95,491.44,3.41,2.6,5.68,716.92,6.85,3.63,6.55,26.4,0,11.96,7.87,0.79,19.03,183.73,0,6.81,29.08,1197.74,8.31,208.09,30.18,0,4.82,92.24,0,0,2.99,2.86,0,235.87,3.44,5.05,101.56,1.9,10.07
 84-94,0,0,2.8,2.04,54.33,0,653.34,4.34,6.36,7.21,636.96,26.49,2.76,0,42.42,4.02,26.29,8.58,0,41.11,194.86,7.55,14.42,14.7,967.81,4.08,202.81,36.14,0,8.58,187.38,0,0,3.84,2.98,0,222.6,8.12,6.26,99.43,3.79,0
 96-106,0,0,4.44,0,56.59,19.94,521.45,3.95,3.8,5.02,1059.28,25.24,0,16.25,45.19,4.68,15,8.41,10.1,12.24,148.87,0,1.79,6.69,708.51,5.04,243.56,36.21,0,3.44,141.46,0,0,0.61,0,0,98.41,13.5,13.89,86.77,3.39,3.11
108-118,0,0,8.19,1.08,64.03,1.34,501.8,3.8,13.74,7.19,860.58,26.35,0,2.1,42,5.29,39.37,9.86,6.62,33.88,128.01,3.59,3.8,8.59,895.38,4.88,160.21,38.56,0,6.09,157.54,0,0,5.79,6.04,0,57.41,16.23,14.1,79.42,0,3.49
120,0,0,0,0,81.17,20.26,324.25,10.31,7.99,0,1438.75,30.17,0,15.42,86.41,0,29.1,4.13,10.94,14.78,201.69,1.11,0,22.77,1403.03,5.79,106.87,37.66,0,5.9,86.37,0,0,1.56,0,0,97.01,14.09,7.93,65.19,8.78,0
