stage,axial,blastomeres,endoderm,eye,glial,immune,neural,notochord,otic,paraxial_mesoderm,periderm
  3-4,0,12.34,0,0,0,0,0,0,0,0,0
  5-6,27.61,281.64,0,0,0,0,0,0,0,0,6.57
  7-9,0,0,0,10.43,0,0,31.77,0,0,22.03,0
 10-12,0,0,8.63,0,0,0,6.65,0,0,0,0
 72-82,0,0,0,0,0,0,1.34,0,0,0,0
 84-94,0,0,0,1.32,6.96,0,3.36,0,0,0,0
 96-106,0,0,0,0,0,1.56,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,0.49,0,0
120,0,0,0,0,0,0,4.84,3.25,0,0,0
