stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,15.77,54.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.6,95.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.92,0,3.54,0,0,0,29.75,0,0,0,0,0,33.29,0,0,0,0,0,0,0,0,0,0,0,156.05,8.95,0,0,60.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,34.61,0,0,0,42.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.06,15.01,0,0,40.56,0,0,0,3.14,0,5.26,0,0,0,0,0,0
 14-21,0,0,3.29,4.47,46.83,0,0,49.7,0,0,0,4.02,0,0,0.81,0,0,0.87,0,0,0.88,15.91,0,0,10.58,306.49,0,0,1.02,0,0,2.11,3.78,6.79,0.81,10.52,63.37,0,0,1.41,0,0
 24-34,0,0,1.29,3.26,32.37,0,0,92.07,0,4.77,0,24.51,0.68,0,2.62,1.47,3.3,3.58,0.61,0,0.8,44.47,0.62,0,8.88,772.14,0,11.15,5.17,1,0,2.6,0,9.38,0.88,2.67,188.75,0,0,4.95,0,2.92
 36-46,0,0,0,0,69.5,0.67,0,309.31,3.2,13.8,2.22,67.88,2.61,0,0,2.89,1.63,5.46,2.18,0,0.86,101.5,0,2.35,12.04,1211.71,0.68,10.23,9.91,0,0,7.71,0,24.21,19.39,0,352.12,0,0,7.05,0,2.37
 48-58,0,0,0.87,0,28.78,0,0,422.54,2.06,12.54,8.68,106.59,0,0,1.06,0.7,6.84,4.96,0.91,0,11.61,183.53,1.04,1.73,25.35,1462.89,0,6.85,15.82,0,1.07,6.67,0,0.53,0,0,287.17,0,0.64,7.17,0,3.58
 60-70,0,0,2.21,0,38.31,2.08,0,526.95,0,22.76,11.52,159.83,1.27,2.65,3.65,1.29,0,4.16,1.52,0,0,336.3,3.78,6.82,24.3,2193.37,0.93,20.31,7.9,0,3.29,19.3,0,1.36,0,0,337.24,2.57,7.93,14.2,0,7.87
 72-82,0,0,5.89,0,45.42,10.28,0,407.08,0,9.14,29.96,158.64,9.94,0.5,3.17,5.88,2.03,0,7.51,0.62,2.83,503.59,2.93,5.32,15.1,1558.09,1.46,5.95,28.54,0,13.63,2.52,0,2.85,0,0,289.42,10.04,21.36,30.09,4.7,1.73
 84-94,0.62,0,8.18,0,83.91,0,0,337.36,0.79,37.33,7.71,107.93,19.49,1.83,0,8.97,3.99,7.12,7.58,0.82,0.72,472.63,3.24,23.82,14.99,948.54,0.63,5.84,20.19,0,0,29.98,0,2.89,0.69,0,188.98,21.57,19.67,27.93,11.94,23.8
 96-106,0,0,0,0,57.26,0,0.71,304.41,1.64,23.96,5.85,149.68,16.1,0,0.58,8.33,7.26,9.57,14.33,6.5,2.04,366.12,17.47,14.06,10.33,910.93,0,13.83,24.49,0,18.37,18.85,0,0,0.82,0,63.47,3.69,26.48,27.31,11.04,4.75
108-118,0,0,1.59,0.59,81,1.51,0,393.27,0,35.87,22.58,136.72,14.99,0,2.92,7.96,5.28,3.39,4.58,3.72,3.49,445.43,5.48,13.11,13.45,1103.56,2.34,7.83,22.65,0,9.63,10.3,0,2.4,7.74,0,46.11,5.62,14.56,20.05,3.84,3.64
120,0,0,5.04,0,150.79,0,0,359.71,0,15.51,1.85,171,10.44,0,1.17,15.47,1.51,3.04,8.92,5.59,0,446.77,0,32.57,4.37,1955.25,0,7.79,20.7,0,24.85,5.88,0,4.19,0,0,29.84,8.73,25.24,13.16,39.99,0
