stage,endocrine_pancreas,epidermis,eye,glial,mesenchyme,neural,olfactory,spinal_cord
 14-21,0,0,0,0,0,0,0,2.06
 24-34,0,0,0,0,0,9.43,1.69,5.45
 36-46,0,0,0,0,0,19.42,0,3.66
 48-58,0,0,2.03,0,0,48.23,0,5.09
 60-70,0,0,7.22,0,0,51.2,0,0
 72-82,0.88,0,7.66,0.5,0.58,33.96,0,6.95
 84-94,0,0,1.67,6.05,0,5.34,0,5.07
 96-106,0,0,1.55,0,0,5.32,0,0
108-118,0,1.7,5.45,0,0,8.84,0,2.61
120,0,0,13.72,15.06,0,75.33,0,0
