stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,363.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.65,283.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.33,21.94,0,37.82,0,0,0,85.68,0,0,0,0,0,47.29,0,0,0,0,0,0,0,0,0,0,0,700.95,51.1,0,0,155.82,0,18.03,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.07,0,62.3,0,21.15,0,87.5,0,0,0,0,0,110.46,0,0,0,0,0,5.32,0,0,0,0,0,1041.56,108.82,0,0,308.04,0,4.94,0,23.99,0,5.05,0,0,0,0,0,0
 14-21,0,0,0,3.16,33.24,1.79,0,13.17,0,0,0,5.84,0.85,5.75,2.56,0,0,0,0,2.42,0,15.25,0,0,7.53,230.47,15.47,2.68,3.03,1.98,12,0,16.09,1.79,3.51,10.61,75.86,0,0,3.61,0,0
 24-34,0,0,0.8,1.75,15.8,2.82,0,54.03,0.72,1.57,0.63,3.88,0.59,1.89,5.07,1.4,6.47,4.08,0,3.05,15.01,42.15,0,1.63,15.11,388.48,4.03,2.59,4.51,1,44.09,0,0,0.64,0,9.91,88.7,0,0,12.04,0,4.89
 36-46,0,0,0,0,11.36,1.03,0,93.85,0,2.26,3.89,12.86,0,0,0,2.15,2.23,0,1.05,0.66,16.22,42.84,0,0,8.01,325.83,4.75,7.39,4,0,54.82,0,2.9,5.35,0,0,97.65,0,0,15.44,0,3.52
 48-58,0,0,0,0,13.32,5.21,0,178.91,4.45,2.49,1.72,48.42,3.69,0,3.23,0.96,0.39,0,1.28,6.25,10.01,54.62,2.01,0,7.82,357.66,7.96,6.24,12.64,0,36.64,0,0,1.22,0,0,68.01,0,1.39,6.89,0,5.31
 60-70,0,0,0,0,22.72,0,0,251.84,0.59,0,0,33.23,6.54,0,0.71,0.59,1.45,8.4,2.35,3.03,0,50.75,3.83,23.9,2.26,294.5,4.1,6.83,2.25,0,16.9,0,0,0,4.23,0,52.86,0,0,1.99,0,0
 72-82,0,0,2,0,15.03,1,2.04,308.5,0,9.31,5.5,78.78,16.33,0.52,2.13,4.92,3.17,10.05,6.39,26.27,0,66.41,5.14,12.8,4.55,254.39,1.39,3.27,18.04,0,16.46,0,0,1.91,0,0,34.16,0,1.34,10.35,1.21,9.65
 84-94,0,0,2.36,0,17.75,8.65,0,250.46,0,3.09,2,116.4,32.27,0,0,20.22,3.75,6.56,1.46,72.91,0.91,64.79,0,9.04,7.76,253.27,3.91,3.8,15.71,0,27.46,0,0,0,0,0,17.78,2.63,3.97,5.83,5.46,0
 96-106,0,0,2.82,0,4.65,6.08,0.8,180.25,0,1.4,6.92,56.31,24.91,0,0.76,0.71,6.11,2.5,2.46,41.06,1.03,56,2.12,10.18,2.49,144.21,3.02,5.93,9.92,0,20.28,0,0,4.88,0,0,16.97,9.27,0,4.58,1.82,1.09
108-118,0,0,0.55,0,20.33,2.16,5.51,186.55,0,1.55,1.94,125.77,16.03,0,0,2.76,4.48,2.16,0,189.41,0,68.9,1.71,3.14,2.33,282.63,1.11,5.36,3.55,0,19.15,0,0,5.28,0,0,15.3,0.43,0.63,4.41,1.63,0
120,0,0,2.14,0,2.62,0,0,127.32,0,0,0,68.73,7.24,0,0,9.59,0,0,1.69,0,0,28.72,0,0,2.22,300.61,1.03,8.4,40.19,0,10.87,0,0,0,0,0,8.42,14.29,2.71,2.3,0,0
