stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,55.09,1420.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.71,0,0,0,0,0,0,0,0,0,0
  5-6,65.89,934.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,0,0,0,8.94,0,24.22,0,0,0,0,0,0,0,0,0,0
  7-9,42.57,35.38,0,22.36,0,0,0,121.08,0,0,0,0,0,52.65,0,0,0,0,0,0,0,0,0,0,0,1106.81,27.27,0,0,348.02,0,10.5,11.89,0,0,0,0,0,0,0,0,0
 10-12,0,36.24,0,16.45,0,0,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.07,0,0,0,233.93,0,0,0,5.64,14.39,0,0,0,0,0,0,0
 14-21,0,0,0,13.51,80.98,23.91,0,53.62,0,0,0,13.45,6.05,0,0,0,2.9,0,0,0,0,60.1,0,0,37.24,880.06,15.96,3.29,6.05,23.36,0,17.31,0.9,77.25,8.83,64.59,273.54,0,0,4.65,0,0.85
 24-34,0,0,0.67,2.24,9.63,5.1,0,115.03,0,0.64,0,19.72,1.41,0,2.67,11.84,2.89,2.99,3.45,1.99,1.91,82.83,0.61,0,22.83,1129.56,4.63,7.64,7.09,0,0,25.24,0,1.86,0.91,10.96,221.82,0,0,9.82,0,1.2
 36-46,0,0,0,0.56,10.76,2.07,0,221.02,0,8.16,3.29,42.53,1.61,0,0,0,1.3,2.77,0,7.13,0,96.52,0,6.05,19.68,1081.73,2.15,2.12,1.39,0,0,12.05,0,0,4.66,0,209.74,0,0,6.06,0,2.63
 48-58,0,0,0,0.51,36.5,3.57,0,301.88,0,4.44,7.26,70.95,2.02,0,5.25,0.43,0.97,5.69,1,0.8,5.83,119.68,1.28,10.29,17.68,860.92,3.92,6.29,4.41,0,0.4,17.13,0,0,0.93,0,162,0,0,12.86,0,6.91
 60-70,0,0,0,2.79,11.73,0.67,0,440.54,1.4,8.37,2.38,61.3,5.88,0,0,11.75,0,0,2.85,2.4,0,88.98,0,12.28,12.92,811.06,6.63,7.62,6.42,0,0,18.88,0,0,10.84,0,91.6,0,6.6,4.42,0,0
 72-82,0,0,2.4,0,17.67,8.42,0,331.83,0,0.78,4.65,48.14,3.23,0,2.02,3.03,1.33,11.28,3.01,0,0,126.57,0,7.62,21.61,541.33,0,5.4,3.39,0,1.31,20.09,0,0,1.66,0,36.67,0.97,2.68,8.54,3.85,8.05
 84-94,0,0,0,2,26.06,5.25,0.92,161.06,0,5.72,9.28,41.56,4.69,0,5.33,3.5,2.14,2.51,0.76,2.06,0.68,70.32,1.05,0,22.24,415.94,0,7.3,6.73,0,0,69.21,0,0,1.13,0,27.48,2.45,2.67,3.86,0.98,0
 96-106,0,0,0,0,13.73,12.03,0,162.08,3.09,3.86,2.12,44.67,6.07,0,2.12,6.23,1.31,1.6,2.27,0,0,55.91,13.1,1.89,4.98,212.38,0.62,7.95,9.14,0,2.27,39.61,0,0,0.67,0,10.2,2.52,2.02,14.13,1.31,0.85
108-118,0,0,1.73,0,24.67,1.14,5.52,129.13,0.55,6.56,3.71,38.92,1.89,0,0,4.74,1.68,0.87,0.43,2.17,4.23,75.64,0.7,0.63,13.95,293.3,2.63,2.01,1,0,2.11,30.76,0,0,0.93,0,13.46,0,1.96,9.5,0,10.31
120,0,0,0,0,40.62,5.78,0,111.95,0,4.23,0,67.34,1.09,0,1.54,10.93,4.03,0,7.94,3.99,0,104,0,3.2,10.27,446.47,7.77,5.05,2.59,0,6.17,25.22,0,0,1.94,0,15.3,8.56,0,20.51,0,0
