stage,epidermis,erythrocytes,eye,glial,immune,ionocyte,mesenchyme,mucous,muscle,neural,notochord,otic,periderm,slow_muscle,spinal_cord,xanthophores
 24-34,0.64,0,165.33,0,0,0,0,0,1.62,27.87,0,0,0.9,0,3.61,0
 36-46,0,0,601.53,1.49,0,0,1.18,0,0,27.67,0,0,0,0,0.59,0
 48-58,0,0,433.44,0,0,0,0.43,0.95,0.62,25.57,0,7.16,0,0,2.14,2.5
 60-70,0,0,545.09,3.12,2.33,0,2.57,0,0,9.35,0,0,0,0,0,0
 72-82,1,6.61,500.9,0,0,0.61,3.16,0,0,6.88,0,4.93,0,0,2.26,0
 84-94,1.7,0,207.55,1.05,0,0,0.96,0,0,2.84,0,0,1.09,0.57,0,0
 96-106,0,0,65.72,0,0,0,0,0,0,3.09,0,0,0,0.63,0,0
108-118,0,0,117.12,0,0,0,1.02,0,0,12.86,1.12,0,0,0,0,0
120,0,0,37.76,0,0,0,2.51,0,0,3.14,0,0,0,0,0,0
