stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,76.17,4032.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,22.8,343.56,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,130.87,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.19,12.75,0,27.89,0,0,0,46.03,0,0,0,0,0,5.97,0,0,0,0,0,0,0,0,0,0,131.39,0,0,0,27.52,0,54.44,9.4,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,24.12,0,211.62,0,0,0,688.66,0,0,0,0,0,7.87,0,0,0,0,0,10.63,0,0,0,0,3379.42,13.22,0,0,133.62,0,8.13,0,0,123.32,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,587.62,351.47,78.97,0,1199.79,0,0,0,17.38,205.5,0,16.46,0,0,0,0,2.98,20.84,0,0,6.83,2003.7,2.09,1.23,6.2,0.89,0,21.4,0,3.75,99.76,0,5.1,170.41,0,0,18.39,0,0
 24-34,0,1.67,0,283.38,144.06,5,0,3321.57,0,0,0,36.16,116.72,0,6.67,0,12.61,0,0,27.95,34.11,0.69,2.04,7.85,3543.45,2.78,4.84,3.42,3.99,0,13.59,0,0.97,32.3,0,1.97,137.59,0,0,101.96,0,0.86
 36-46,0,0,0.73,28.52,50.29,0,0,3840.74,0,0,2,82.4,103.08,0,6.72,1.29,0,12.13,0,50.72,67,0,7.96,6.23,2208.15,27.02,4.82,0.61,0,0.77,7.4,0,0,9.78,0,0,91.37,0,1.37,47.11,0,6.22
 48-58,0,0,0,8.23,66.43,0,0,2719.82,0,0,0.43,146.79,75.88,4.42,14.42,0.41,1.18,0,0,3.1,90.57,5.44,14.05,1.89,1700.23,1.97,6.57,1.67,0,0,6.44,0,0,9.89,0,0,94.73,0,0,28.75,0,11.54
 60-70,0,0,4.11,0,46.03,0,0,957.49,0,4.81,0.64,348.14,59.17,0,13.99,0,0,1.16,0,13.44,62.22,0,9.83,4.62,1167.77,11.05,3.26,0,0,0,8.05,0,0,10.45,0,0,48.71,0.77,2.5,22.88,0.85,0
 72-82,0,0,4.72,0,46.95,1.88,1.04,556.41,6.05,1.17,5.38,575.52,90.02,0,20.09,2.47,0,0,1.28,4.41,124.9,1.7,11.91,4.44,990.45,0.55,14.84,0.5,0,2.36,5.79,0,0,14.7,0,0,40.49,1.43,2.67,54.79,2.63,0
 84-94,0,0,7.56,2.17,79.55,0,2.35,518.92,0,0,2.69,570.4,130.36,0.76,6.3,1.25,0,0,0,11.59,140.91,1.22,12.5,1.15,736.12,3.35,3.97,4.52,0,0,20.54,0,0,30.47,0,0,78.01,9.26,5.45,75.13,9.74,0
 96-106,0,0,9.97,5.38,65.12,3.7,4.2,483.78,0.78,1.05,10.74,874.16,154.71,0,11.91,0.81,6.29,0,8.57,13.97,103.47,0,9.42,13.88,813.89,2.2,19.01,0,0,0,14.38,0,0,22.97,8.13,0,4.11,11.37,1.25,36.07,6.51,0
108-118,0,0,7.15,6.23,82.8,4.53,12.23,355.93,0.54,0,4.84,812.86,133.3,0,2.67,3.72,5.96,3.66,14.12,19.66,115.74,0,7.96,9.37,1037.41,6.15,12.96,0.87,0,0,6.88,0,0,22.11,0,0,11.55,26.86,4.65,42.08,7.79,1.42
120,0,0,3.01,0,102.08,2.68,4.33,424.64,0,0,0,656.86,139.57,0,22.43,4.52,1.05,11.11,0,12.03,142.09,0,19.65,0,1001.5,29.88,16.94,6.68,0,0,2.73,0,0,19.84,0,0,57.83,24.62,2.24,51.55,2.31,0
