stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.07,10.31,89.37,96.54,0,140.7,0,0.88,0,14.46,0,5.84,2.19,6.33,4.95,0,0.93,1.15,2.64,53.87,0,0,40.1,1213.07,8.27,1,5.77,26.6,0,9.52,7.42,150.75,4.58,13.44,192.19,201.22,0,0,17.04,0,0
 24-34,0,0,9.51,21,33.29,0,208.6,0,0,0.78,13.72,1.19,0,0,0.71,3.6,0.93,3.47,15.33,1.41,87.62,0.63,0,24.63,1355.83,7.54,10.46,23.64,0,0,45.45,0,2.93,0,1.19,30.14,214.84,0,0,43.27,0,12.92
 36-46,0,0,0,10.98,1.07,0,183.56,0,0,4.17,25.57,1.33,0,0.99,25.86,33.49,5.41,0.71,5.16,12.19,82.15,0,2.32,14.75,968.78,0.94,7.96,7.18,0,0,27.85,0.78,0,0,0,1.28,152.14,0,0,7.95,0,13.55
 48-58,0.39,0,0,7.86,8.49,0,335.53,4.85,8.52,3.53,46.82,6.55,0,0,18.15,11.93,8.75,0.74,7.93,10.7,75.31,0,0.4,21.62,717.19,0.56,2.48,5.63,0,0,7.06,0,0,0.52,5.64,0,141.6,0,0,8.55,0,3.24
 60-70,0,4.68,0,18.12,8.31,0,469.12,2.19,2.16,4.96,44.18,7.91,0,1.29,6.88,5.92,0.61,1,0,8.26,104.04,1.79,3.71,16.46,760.18,0.63,0.81,4.08,0,0,5.33,0,0,2.82,16.71,0,69.03,0,1.54,9.08,0.9,16.46
 72-82,0,2.89,0,16.38,22.72,1.04,352.27,9.15,5.03,4.88,79.47,9.04,0.65,1.14,10.62,4.39,0.59,2.2,12.88,2.31,82.53,0,6.64,19.53,596.15,0,2.13,2.41,0,2.17,26.27,0,0,1.7,1.69,0,48.89,0.67,2.28,6.79,0,8.09
 84-94,0,2.49,0,23.37,28.98,2.57,303.82,0.72,7.97,3.75,73.52,10.64,2.55,0.79,12.97,7.15,1.61,0.66,1.12,6.05,109.29,0,6.46,21.06,374.59,0,3.34,17.76,0,0.57,62.57,0,0,6.84,9.45,0,38.8,4.62,6.85,19.74,1.49,19.37
 96-106,0,0,0,19.39,39.13,5.43,222.95,0.89,0,4.11,38.55,4.86,0,2.07,8.99,6.08,3.2,0.97,12.97,4.94,112.05,4.16,2.69,22.34,337.03,1.88,4.07,6.05,0,0.97,51.08,0,0,4.58,10.04,0,11.02,1.79,0.78,24.03,4.5,7.65
108-118,0,0.98,0.61,36.11,15,13.84,213.18,5.19,4.92,1.43,58.56,5.67,0,0.44,12.17,6.85,4.75,2.85,14.6,11.54,113.94,0.49,2.7,24.2,439.45,4.04,9.6,10.95,0,1.49,70.12,0,0,4.88,5.96,0,15.79,1.66,0.63,13.79,1.02,5.76
120,0,0,0,71.85,29.24,8.24,164.14,10.94,7.18,3.19,25.15,13.88,0,0,26.04,19.55,2.93,15.4,6.94,4.84,150.04,4.35,6.06,32.76,688.82,11.44,7.72,9.35,0,2.76,81.87,0,0,1.44,1.22,0,8.15,0,2.24,32.03,12.3,0
