stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,237.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,8.64,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,14.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.01,4.45,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,23.74,5.6,0,0,0,0,0,0,1.13,0,0,1.71,12.33,0,0,0,0,0
 24-34,0,3,2.24,8.14,0,0,18.56,0,0,0,4.98,0.71,0,0,1.54,6.14,0,2.14,0,0.59,19.99,0.66,0,10.54,285.27,0,12.95,1.55,0,0,10.25,0,0,0,0,2.38,52.42,0,0,24.57,0,1.49
 36-46,0,0,0,10.03,0,0,48.15,0,1.03,1.34,19.57,0.86,0,2.23,2.68,1.21,0,0.68,0,2.08,23.05,0,1.56,4.4,472.25,6.18,8.39,0.84,0,0,45.75,0,0,0.89,0,0,127.05,0,0,12.07,0,0.81
 48-58,0,0.54,0,23.23,0,0,177.98,2.22,12.14,0.49,33.92,0,0.49,2.49,7.54,0,0.62,1.49,0,3.4,36.59,1.02,1.49,8.92,659.51,1,3.75,3.51,0,0,7.72,0,0,1.75,2.87,0,137.58,0,0.61,14.12,0,7.56
 60-70,0,0,0,12.68,0.78,0,308.07,1.3,0.99,0.86,45.97,0,0,0,1.36,6.58,6.22,1.99,0,10.96,64.21,1.14,4.46,7.89,757.81,1.69,2.35,11.95,0,0,18.85,0,0,1.31,1.5,0,154.11,0,1.5,2.95,0.83,22.61
 72-82,0,1.83,1.31,21.53,8.88,0,482.38,0.69,5.05,17.66,100.84,6.96,0.59,0.68,5.46,10.01,0.59,4.76,0,0,123.64,3.19,3.59,4.77,874.33,1.24,10.78,3.99,0,1.12,10.83,0,0,0.65,0,0,118.32,1.96,1.44,14.48,2.23,25.8
 84-94,0,8.7,0,20.65,13.62,0,271.02,0,7.76,3.18,94.05,5.05,0,3.77,9.58,2.11,9.33,0,0,9.5,111.04,4.13,8.57,3.47,537.92,2.7,1.9,7.16,0,1.49,37.91,0,0,1.17,0,0,95.59,1.5,0,13.79,1.79,11.21
 96-106,0,0.81,0,25.3,19.22,1.31,356.33,1.24,8.73,12.85,126.09,8.51,0,3.99,17.28,6.52,6.1,3.6,5.22,7.72,175.87,1.96,6.75,2.26,486.42,3.18,11.94,6.4,0,4.61,30.29,0,0,0.61,1.42,0,24.55,5.95,4.87,20.63,4.39,19.73
108-118,0,2.32,0,30.48,6.44,1.54,295.62,2.1,8.37,8.48,108.21,9.52,0,0.69,14.6,5.17,11.02,6.7,7.02,13.18,135.56,6.94,7.63,6.6,712.75,1.31,2.49,13.42,0,1.8,19.58,0,0,2.98,2.97,0,27.05,3.06,5.06,8.44,2.26,11.15
120,0,3.64,0,33.46,0,0,219.58,1.26,7.21,6.9,68.9,10.26,5.2,3.7,17.96,1.17,20.75,5.32,7.16,7.72,81.5,2.58,11.74,2.23,733.71,15.07,15.26,3.8,0,12.2,19.35,0,0,3.48,0,0,12.2,1.94,1.46,23.85,1.96,1.64
