stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,149.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
  5-6,16.29,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71,0,0,0,9.43,0,21.99,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.35,0,0,0,32.75,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.28,0,0,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.53,10.41,0,0,42.44,0,3.3,6.41,0,0,0,4.75,0,0,0,0,0,0
 14-21,0,0,0,2.94,14.19,3.32,4.3,0,0,0,1.05,0,0,0,0,0,0,0,0,0,2.41,0,0,5.08,93.43,0,0.85,0,1.64,0,3.5,2.28,11.09,2.31,64.49,43.2,159.59,0,0,0,0,0
 24-34,0,0,0.6,0,2.83,0,8.35,27.1,0,0,4.38,0,2.27,1.92,0,0.74,0,1.31,0,0,19.11,0,0,45.2,940.36,1.3,7.33,5.28,0,0,12.07,0,0,0.72,95.96,40,822.73,0,0,7.94,0,0
 36-46,0,0,0.73,0,0.98,0,45.81,101.89,0,0.57,30.94,0,0,1.44,2.12,4.83,0,0,0,1.24,27.94,0,0,34.33,2199.42,0,9.06,0,0,0,11.61,0,0,0,79.85,14.99,1772.08,0,1.04,3.4,0,18.41
 48-58,0,0,0,0,18.42,3.96,252.63,71.63,0,0.42,74.47,0,0,0.51,0,0.4,0.41,3.96,0,0,25.92,0.39,1.14,25.59,3100.61,0,2.73,7.37,0,0.4,16.3,0,0,0,63.21,0,1644.04,0,0,3.77,0,18.25
 60-70,0,0,0,0,8.84,4.44,691.89,104.79,0.61,0.67,95.19,5.09,0,0,0.72,0,0,0,4.62,0,70.68,2.44,2.77,34.36,3723.57,2.62,2.07,2.93,0,0.63,6.14,0,0,0,62.58,0,1530.54,3.21,0,3.59,0,10.71
 72-82,0,0,3.7,0,12.49,1.33,1022.07,73.98,0.8,0.96,94.17,6.21,0,2.58,4.1,1.2,3.58,0,5.18,0,65.99,0,8.56,36,4194.39,0,4.13,1.82,1.13,0,11.43,0,0,0,45.2,0,1022.17,0.87,4.56,9.22,2.39,0
 84-94,0,0,2.16,0,25.23,9.01,718.87,99.2,0,1.47,74.27,4.57,0,0,2.73,0.69,2.31,4.27,0,0,96.35,0,17.15,26.37,2990.09,0,7.74,3.08,0,1.59,18.55,0,0,0,63.77,0,686.62,0.57,0,0.61,11.57,0
 96-106,0,0,0.87,0,31.76,16.31,681.1,203.91,5.47,4.04,105.91,8.27,0,2.8,6.07,0,6.41,2.65,11.97,0,109.97,1.75,11.66,46.63,2527.09,0.64,0.95,4,0,1.17,31.45,0,0,0.7,95.63,0,408.72,1.13,6.71,0,5.15,4.51
108-118,0,0,6.13,0,23.06,2.56,718.89,237.52,1.25,5.94,88.09,9.49,0,2.03,2.83,1.75,5.79,2.66,0.73,5.44,71.05,0,37.06,65.52,2791.91,0,3.93,4.53,0,0,19.09,0,0,0.61,100.01,0,302.19,1.35,3.13,4.48,3.02,1.22
120,0,0,0,0,42.53,0,572.25,234.96,1.45,0,114.82,13.86,0,8.53,12.32,0,3.57,4.16,0,0,120.19,0,53.32,74.51,4234.38,0,15.45,11.11,0,34.11,4.71,0,2.24,0,46.16,0,789.64,0,9.27,20.34,10.36,0
