stage,blastomeres,epidermis,eye,glial,gut,mesenchyme,neural,spinal.cord,vasculature
  5-6,8.86,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,28.28,2.13,0
 36-46,0,0,2.01,0,0,0,45.68,5.06,0
 48-58,0,0,6.49,0.46,0,0,92.26,7.67,0
 60-70,0,0,34.3,0,0,0,85.71,11.83,0.57
 72-82,0,0,26.93,2.15,0,0,118.55,5.53,0
 84-94,0,0.76,39.13,0.83,0,0.57,96.52,0,0
 96-106,0,0,18.46,0,0,1.02,64.65,5.53,0
108-118,0,2.31,9.1,0,0.8,3.08,69.4,0,0
120,0,0,40.14,0,0,0,99.51,0,0
