stage,blastomeres,endocrine_pancreas,epidermis,eye,mesenchyme,neural,periderm
  3-4,10,0,0,0,0,0,0
 24-34,0,0,0,0,0,2.5,0
 60-70,0,0,0,0,0,2.09,0
 72-82,0,0,0,0,1.05,1.34,0
 96-106,0,0.87,0,0,0,6.83,0
108-118,0,0,0.46,0.54,0,0,0
120,0,0,0,0,0,0,1.32
