stage,epidermis,eye,fin.epithelia,glial,mesenchyme,neural,periderm,spinal.cord,vasculature
 24-34,0,0,0,0,0,1.71,0,0,0
 36-46,0,0.79,0,0,0,2.88,1.95,0,0
 48-58,0,0,0,0,0,2.92,0,1.59,0
 72-82,2.09,2.46,0,1.35,0.95,2.81,0,3.21,0.87
 84-94,0,2.19,0,0,0,3.36,0,0,0
 96-106,0,5.97,0,0,0,9.79,0,0,0
108-118,0,1.37,0.75,0,0,0,0,0,0
