stage,axial,blastomeres,eye,gut,immune,lateral.line,liver,mesenchyme,muscle,neural,otic,paraxial.mesoderm
  3-4,0,59.58,0,0,0,0,0,0,0,0,0,0
  5-6,7.29,27.75,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,14.44
 10-12,0,0,3.12,0,0,0,0,0,0,39.96,0,9.18
 48-58,0,0,0,0,0,0,0,0,0,0.56,0,0
 60-70,0,0,0,0,0,0.8,0,1.05,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0,0,1.01,0
 84-94,0,0,0,0,0,0,3.42,0,0,0,0,0
 96-106,0,0,0,3.4,2,0,1.18,0,1.02,0,0,0
108-118,0,0,0,0,0.62,0,0,0,0,0,0,0
