stage,blastomeres,endoderm,epidermis,eye,hatching.gland,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  7-9,0,0,0,0,3.94,0,5.3,0,0,0
 10-12,8.79,4.52,0,0,0,0,4.6,4.58,0,0
 14-21,0,0,0,0,0,0,0,0,1,0
 24-34,0,0,0,0,0,0,2.26,0,0,0
 36-46,0,0,0,0,0,0,1.07,0,0,0
 48-58,0,0,0,0.5,0,0.83,0.99,0,0,1.06
 60-70,0,0,0,0,0,0,15.44,0,9.89,0
 72-82,0,0,0.55,1.41,0,0,5.92,0,0,0
 96-106,0,0,0,4.62,0,0,9.34,0,0,0
108-118,0,0,0,0,0,0.54,0.54,0,0,0
