stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,14.5,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,274.45,0,0,22.42,0,0,0,5.62,0,0,0,0,0,84.64,0,0,0,0,0,0,0,0,0,0,0,115.94,316.8,0,0,35.33,0,6.01,0,0,0,0,0,0,0,0,0,0
 10-12,9.55,82.91,0,140.86,0,0,0,18.83,0,0,0,0,0,28.98,0,0,0,0,0,0,0,0,0,0,19.37,2529.17,1472.39,0,0,176.19,0,0,6.12,10.58,0,14.54,0,0,0,0,0,0
 14-21,0,0,0,10.68,688,17.59,0,36.45,0,0,0,7.41,0.98,1.8,4.73,0,6.5,0,0,0,0,332.35,0.86,0,194.93,2755.38,496.59,0,103.82,13.57,0,15.25,24.61,1.05,11.51,56.07,472.02,0,0,0,0,0
 24-34,0,0,0,14.93,487.16,3.45,0,73,0,1.05,5.34,27.6,0,0,15.02,0,4.91,4.84,11.02,1.51,0,564.24,7.3,0,122.97,7979.48,148.97,3.71,83.11,0,0,47.63,0,0,0.73,8.48,1040.43,0,0,14.86,0,2.54
 36-46,0,0,0,7.3,160.88,1.4,0,223.45,0,2.47,5.32,346.97,0,0,25.98,0.57,0.86,0,15.31,14.67,0,454.79,5.29,0.92,72.93,8780.02,99.43,2.33,56.36,0,0.97,94.64,0,0,0.59,0,1327.37,0,0,5.3,0,4.05
 48-58,0,0,0,2.07,188.84,0,0,650.95,1.54,6.15,9.34,896.08,0.82,0,35.87,0.78,1.97,0,14.17,6.16,4.38,568.03,5.81,1.23,47.54,6537.45,45.36,1.02,35.63,0,2.34,48.57,0,1.33,0.94,0,1081.74,0,0,7.08,0,7.52
 60-70,0,0,0,0,88.87,5,0,671.98,12.06,4.8,1.86,657.46,8.54,0.66,7.38,7.71,1.13,0,20.54,0.81,0,524.17,4.97,0,31.35,5430.68,32.11,0,33.74,0,2.77,21.36,0,0,0,0,434.28,1.21,0.79,4.48,0,11.7
 72-82,0,0,0,0,85.43,3.67,0,828.63,8.99,3.15,8.91,763.22,10.62,0,17.54,2.46,0,1.41,28.62,2.52,0,731.73,15.43,0,39.23,3970.16,17.17,2.5,44.1,0,0,39.64,0,0,0,0,300.45,0.5,5.27,26.92,0.72,11.65
 84-94,0,0,0,0,185.75,6.23,5.53,744.28,10,3.26,12.78,561.82,8.04,0,14.48,3.03,0,4.97,36.42,0,0,593.55,17.24,0.57,24.5,2812.08,25.22,1.04,52.99,0,0,151.06,0,0,0,0,299.19,0,6.82,10.46,8.38,0
 96-106,2.68,0,0,0,154.69,17.95,0,562.43,9.58,13.47,19.36,646.82,19.53,0,21.23,0,3.67,0,29.7,8.78,7.1,567.28,27.05,1.37,42.7,2257.22,23.16,2.73,84.35,0,4.28,162.84,0,0,0,0,134.71,0,12.23,27.1,4.08,11.01
108-118,0,0,0.84,0,160.81,0.46,0,463.13,8.71,3.34,6.78,656.01,13.67,0,11.32,3.85,5.9,1.17,16.89,0,0,483.92,11.2,0.69,11.06,2920.85,46.48,2.33,64.57,0,4.16,123.8,0,1.9,0.5,0,55.66,2.08,0,14.87,7.9,0
120,2.23,0,0,0,208.17,0,0,686.28,18.37,5.69,0,953.24,5.31,0,38.47,6.17,2.37,0,17.99,5.48,0,438.82,4.44,0,40.11,3860.33,95.9,0,61.38,0,3.68,114.85,0,0,0,0,119.1,1.94,0,17.3,0,0
