stage,eye,fast.muscle,glial,neural,spinal.cord
 36-46,0,2.14,0,0.84,0
 48-58,0,0.51,0,3.68,0
 60-70,0,0.83,0,5.46,1.14
 72-82,7.82,0,0,5.01,4.73
 84-94,2.95,0,1.2,1.14,2.94
 96-106,8.01,0,0,0,0
108-118,1.65,0,0,1.85,0
120,4.42,0,0,2.9,0
