stage,eye,fin.mesenchyme,glial,muscle,neural,olfactory,pronephros,spinal.cord,vascular.smooth.muscle
 14-21,0,0,0,0,3.11,0,0,4.21,0
 24-34,0,0,1.09,0,1.85,0,0,0,0
 36-46,0,2.07,0.97,1.51,0,0,1.34,2.55,0
 48-58,0,0,0.91,0,0,0,0,2.24,0
 60-70,0,0,1.06,0,0,0,0,0,0
 72-82,0,0,0.55,0,0,2.88,0,3.53,0
 96-106,0.74,0,2.89,0,0,2.84,0,0,0
108-118,0.87,0,0,0,7.55,0,0,7.14,0
120,0,0,8.08,0,0,0,0,0,1.52
