stage,endoderm,eye,immune,lateral.line,mesenchyme,muscle,neural,otic,spinal.cord
  7-9,0,5.2,0,0,0,0,13.23,0,0
 10-12,0,0,0,0,0,0,12.24,0,0
 14-21,0,0,0,0,0,0,0,0,0.81
 24-34,0.68,0,0,0,0,0,0,0.74,0
 36-46,0,7.25,0,0,0,0.85,7.42,0,0
 48-58,0,0,1.49,0,0,0,3.53,0,1.2
 60-70,0,0,1.09,0,1.26,0,11.49,0,0
 72-82,0,0,0.59,0,0.87,0,0.78,0,0
 84-94,0,0,0,0,0,0,0.56,0,0
 96-106,0,0,2.12,0,0,0,0,0,0
108-118,0,0,2.52,0.7,0,0,1.83,0,0
120,0,0,20.43,0,0,0,2.18,1.02,0
