stage,axial,blastomeres,epidermis,eye,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,0,67.97,0,0,0,0,0,0,0,0
  5-6,6.55,83.21,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,70.3,18.47,0,0
 10-12,0,0,0,9.67,0,0,11.78,5.15,0,0
 14-21,0,0,0,0,0.83,0,0,0,0,0
 24-34,0,0,0,1.2,0,0,4.84,0,0,2.12
 36-46,0,0,0,0,0,1.16,2.48,0,0,0
 48-58,0,0,0,0.73,0,0.53,2.23,0,0,0
 84-94,0,0,0,1.89,0,0,4.44,0,0.65,0
 96-106,0,0,0.61,0,0,0,0,0,1.18,0
108-118,0,0,0,0,0,0,5.09,0,0,0
120,0,0,0,6.39,0,0,0,0,0,0
