stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,8.79,0,0,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3.41,0,440.41,4.43,0,53.99,0,3.16,0,42.92,1.89,0,6.33,0,4.85,0,0.93,0,0,24.96,0,0,14.99,904.09,15.19,0,9.69,5.77,0,0.85,0.91,18.66,34.85,4,123.88,529.17,0,0,1.93,0,2.74
 24-34,0,0,0.62,1.94,120.19,0,0,60.14,0,7.81,0,43.1,0,0.9,4.11,0,0,0,4.83,0,0,172.44,0,0,42.14,759.8,12.65,0,2.81,0,0,0.95,0,0,36.5,1.04,10.89,295.2,0,0,5.56,0,2.34
 36-46,0,0,0,0,130.73,0,0,174.05,7.23,1.78,1.52,101.32,0.67,0,1.42,0,0,0,4.79,1,0.91,514.34,1.18,1.52,66.96,892.99,5.54,0,6.4,0,0,0,1.46,0,9.99,0,0,222.26,0,1.23,14.28,0,0.65
 48-58,0,0,0,0.41,102.02,0,0,229.55,2.65,13.66,25.52,151.93,0.49,0,0.38,1.75,3.19,4.49,3.28,0,0,806.18,0.53,13.31,133.69,681.89,22.58,0.43,9.5,0,1.02,3.02,0,0,5.35,0,0,190.47,0,1.62,48.39,0,17.12
 60-70,0,0,0.7,1.36,156.11,0,0,205.56,19.76,12.14,45.31,166.39,51.82,0,0,0,0,0,4.48,2.91,2.19,1017.53,1.27,33.26,115.2,714.86,2.76,0.62,9.26,0,0,6.65,0,0,6.54,0,0,84.98,1.72,2.73,251.46,0.64,40.83
 72-82,0,0,1.39,2.74,271.88,1.94,0,310.34,35.96,23.39,78.87,257.2,86.7,0,2.94,2.54,1.08,7.49,4.59,1.36,4.99,1624.77,1.59,51.91,106.65,997.74,11.53,1.59,38,0,0,5.87,0,4.38,14.82,4.17,0,71.67,11.55,35.24,854.62,9.86,12.19
 84-94,0.62,0,0.8,1.91,611.93,6.04,0,254.54,53.8,48.61,56.38,143.26,215.79,0,1.95,1.81,4.63,0.62,4.11,5.82,4.89,1286.5,0,91.68,79.07,550.3,1.27,2.68,36.81,0,7.18,3.17,0,0,21.21,0,0,40.55,78.35,26.4,630.91,11.86,4.19
 96-106,0,0,0,6.15,753.1,24.47,1.18,206.79,102.63,32.03,63.83,141.11,142.07,0,5.82,3.79,9.9,0,8.88,20.08,5.7,1122.04,7.89,86.96,100.01,450.16,4.01,12.76,39.68,0,7.16,16.03,0,0,22.69,0,0,22.31,52.72,23.13,901.81,37.21,4.31
108-118,0,0,0.76,5.44,692.49,4.86,4.44,148.03,121.89,56.07,66.31,158.49,151.85,0,0,3.33,10.82,0,3.98,2.79,7.35,1276.55,2.58,95.79,103.62,567.44,3.45,13.6,56.77,0,3.2,3.27,0,0,33.65,0,0,23.05,67.76,14.99,856.48,34.25,3.55
120,0,0,0,13.69,424.6,14.1,1.23,165.01,132.14,58.89,62.77,219.94,58.23,0,0,7.8,6.56,0,4.28,11.17,7.7,1309.21,5.79,200.42,82.57,527.48,7.53,2.52,63.27,0,0,1.35,0,0,13.72,0,0,1.81,30.79,14.91,1104.74,34.86,15.48
