stage,erythrocytes,eye,iridophores,mesenchyme,neural,notochord,paraxial.mesoderm,presomitic.mesoderm,spinal.cord
  7-9,0,0,0,0,3.75,3.38,14.81,0,0
 10-12,0,0,0,0,6.61,0,22.91,0,0
 14-21,0,0,0,1.43,0,0,0,2.45,0
 24-34,0,0,0,0.65,0,0,0,0,0
 36-46,6.7,0,0.94,0,0,0,0,0,2.02
 60-70,0,0,0,0,0.7,0,0,0,0
 72-82,0,2.16,0,0,2.61,0,0,0,0
