stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,63.73,1418.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.19,0,0,0,0,0,0,0,0,0,0
  5-6,32.49,667.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,0,0,0,41.88,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.22,0,27.27,0,0,0,14.06,0,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0,103.21,0,0,0,33.61,0,23.33,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,32.34,0,0,0,7.27,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,175.51,0,0,0,18.86,0,10.23,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.8,15.28,73.01,6.51,0,16.77,0,0,0,8.29,4.55,0,0,0,0.89,0,0,0,0,22.78,0,0,11.42,199.25,9.28,1.04,9.9,0,0,77.81,20.04,16.04,9.46,42.61,57.04,0,0,10.22,0,0
 24-34,0,0,0,4.76,32.57,2.09,0,47.13,0,3.01,1.51,5.97,0,0,0.69,0.69,10.3,0,10.15,4.09,7.21,56.41,0,0.89,10.65,620.68,11.46,13.41,42.32,1,0,166.6,0,19.77,0,12.65,44.46,0,0,53.11,0,5.09
 36-46,0,0,0.95,0,21.9,0,0,163.45,0,0,0.62,16.14,1.14,0,1.71,10.59,2.07,12.53,4.77,0,6.08,65.73,3.81,1.14,9.54,1206.73,0.66,16.13,13.71,0,0,258.8,0,7.65,0,0.7,49.72,0,0,23.8,0,20.58
 48-58,0,0,0.55,0,26.22,0,0,558.65,0.68,3.81,10.59,47.22,6.56,0,1.73,2.11,6.79,0,8.42,4.53,5.31,110.59,2.81,11.97,21.54,2130.1,2.67,10.89,39.12,0,0,141.82,0,4.68,0,0,154.3,0,0.44,38.32,0,19.91
 60-70,0,0,0.7,0,23.17,4.55,0,2057.58,3.93,13.46,8.79,85.96,5.96,0,2.47,14.47,3.2,10.96,15.13,16.12,10.14,167.66,6.36,3.1,22.34,3620.5,13.54,15.79,32.97,0,0.71,102.68,0,7.54,0,0,288.39,0,7.2,15.14,0,24.55
 72-82,0,0,0,0,27.25,1.41,0,2600.55,8.38,4.06,25.41,201.58,11.74,0.52,14.8,2.34,9.51,24.2,26.52,6.57,1.81,272.15,1.5,11.94,25.3,3274.97,2.47,8.8,82.18,0,1.93,73.97,0,2.35,0,0,298.21,4.02,5.45,56.06,5.98,46.67
 84-94,0,0,1.15,1.33,38.2,2.9,0,1897.93,9.11,16.5,14.88,197.65,15.12,0,2.18,14.6,11.07,12.79,12.74,6.38,8.75,291.59,1.91,20.23,29.4,2032.68,10.89,5.86,74.26,0,1.53,189.88,0,9.96,0,0,224.46,6.44,2.16,48.13,2.94,57.91
 96-106,0,0,0,1.03,54.25,9.97,0,2222.4,4.45,5.32,10.11,254.59,32.23,0,9.83,20.7,17.66,12.77,23.56,14.07,2.02,310.83,7.74,8.42,17.62,1748.18,9.72,10.27,97.97,0,8.93,211.92,0,2.26,0,0,78.92,38.9,12.49,84.95,6.59,19.39
108-118,0,0,0,1.26,68.82,9.2,3.41,2109.89,0.58,8.52,13.7,202.02,56.38,0,0,10.62,8.34,34.52,22.77,14.62,7.46,237.99,12.86,14.56,19.52,2305.25,11.74,2.5,91.78,0,15.82,141.16,0,5.57,0,0,67.79,27.33,0,81.42,7.16,29.29
120,1.12,0,0,3.17,78.72,12.99,7.66,1431.39,14.84,7.27,7.53,256.75,69.61,0,0,11.7,9.78,40.95,34.09,34.5,2.89,207.15,5.12,11.99,17.97,2936.85,31.4,22.96,115.1,0,0,96.49,0,4.5,0,0,97.55,31.42,2.93,65.55,13.62,2.59
