stage,epidermis,heart,mesenchyme,muscle,neural,periderm,spinal.cord,vasculature
 14-21,0.86,0,0.94,0,0,2.29,0,1.02
 24-34,0,0,0.92,1.32,0,0.61,0,2.57
 36-46,0,0,0,0,0,0,0.84,0.58
 48-58,0,0,0,0,0,0,0,4.84
 60-70,0,0.78,0,0,3.48,0,0,1.96
 72-82,0,0.58,0,0,0.61,0,0,1.74
 84-94,0,0,0,0,1.59,0,0,1.24
 96-106,0,2.2,0,0,0,0,0,0
108-118,0,0,0,0,8.04,0,0,0.65
120,0,0,0,0,7.55,0,0,0
