stage,blastomeres,epidermis,eye,fast_muscle,fin_epithelia,mesenchyme,mucous,neural,periderm,spinal_cord
  5-6,8.66,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,1.12,0,0.67
 36-46,0,0,0,0,0,0,0,0,2.18,0
 48-58,0,2.17,0,0,0,0,0.52,2.15,4.03,0
 60-70,0,0,0,1.07,0,0,0,0,2.64,0
 72-82,0,0,3.11,0,0.71,0,0,0,4.79,0
 84-94,0,0,0,0,0,0,0,0,0.84,0
 96-106,0,2.2,0,0,0,6.06,0,0,15.05,0
108-118,0,0,0,0,0,0,0,0,3.81,0
120,0,1.18,0,0,1.39,0,0,5.97,4.47,0
