stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,446.58,6435.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.77,0,0,0,0,0,0,0,0,0,0
  5-6,734.88,14482.97,0,18.7,0,0,0,0,0,0,0,0,0,33.75,0,0,0,0,0,0,0,0,0,0,0,511,18.98,0,0,174.01,0,33.91,0,0,0,0,0,0,0,0,0,0
  7-9,178.69,410.03,0,466.76,0,0,0,1025.14,0,0,0,0,0,288.7,0,0,0,0,0,0,0,0,0,0,0,11343,237.33,0,0,3459.32,0,5.76,4.81,0,0,0,0,0,0,0,0,0
 10-12,0,237.97,0,458.65,0,19.05,0,832.19,0,0,0,0,0,49.53,0,0,0,0,0,3.73,0,0,0,0,0,7341.57,109.38,0,0,2971.98,0,0,6.79,6.12,282.49,19.33,22.32,0,0,0,0,0
 14-21,0.89,0,1.24,5.78,43.47,35.72,0,82.67,0,0,0,17.76,2.06,0,1.07,3.42,2.95,0,0,0,0,48.13,0,0,41.69,1195.99,6.65,5.05,6.54,34.98,0,13.88,0,88.47,1.11,62.47,327.63,0,0,2,0,0
 24-34,0,0.83,2.85,3.8,19.47,14.5,0,256.14,0,0,1.63,52.65,0.67,0,1.02,6.38,4.11,0,2.28,4.21,1.61,153.69,0,0,67.79,2829.06,2.99,28.96,19.34,0,0,21.29,0,0,0.7,22.78,591.23,0,0,28.2,0,7.13
 36-46,0,0,0,0,13.22,31.08,0,635.14,1.14,0,2.31,92.09,0,0,0.73,2.25,1.44,0.61,0.57,0,2.6,136.97,0,9.87,39.72,2340.58,0.57,38.11,7.21,0,0,19.66,0,0,0.59,0,524.82,0,0,17.89,0,6.24
 48-58,0,0,0,0,21,6.93,0,773.24,0,0.63,9.95,78.57,4.16,0,2.92,1.57,12.44,0.92,2.64,7.23,1.11,150.39,0.37,4.36,24.84,1360.28,0.51,17.93,8.86,0,0,4.96,0,0.92,0,0,260.36,0,0,17.29,0,1.48
 60-70,0,0,0.65,0,16.16,2.62,0,736.64,0,12.38,2.76,58.87,5.44,0,0,4.81,0,9.66,1.28,5.83,0,89.4,0,10.64,16.63,711.34,1.83,23.04,8.09,0,0,6.65,0,0,0.79,0,74.25,0.84,1.45,5.46,0.98,0
 72-82,0,0,2.94,0,18.08,13.5,0,540.6,1.3,0.55,4.42,89.23,11.05,0.65,2.42,2.95,3.18,0,1.7,0,1.69,124.6,2.46,4.39,17.86,650.15,0,30.96,2.59,0,0,2.78,1.65,0,0,0,96.02,1.16,1.85,11.9,2.86,13.38
 84-94,0,0,7.04,0,22.75,30.93,0,468.88,0,0.93,5.29,57.51,10.82,0,0,3.61,5.41,1.28,2.4,3.39,0,83.5,0,11.32,9.46,488.61,6.44,32.16,8.21,0,0,4.93,0,0,2.35,0,66.93,5.81,4.89,7.87,0,0
 96-106,0,0,4.24,0,17.44,50.18,0.8,409.75,3.09,0,3.38,111.94,9.07,0,2.04,12.36,1.88,0.63,8.99,0,6.45,77.44,0,0,16.01,420.3,1.43,47.03,11.75,0,1.96,13.91,0,0,2.07,0,48.77,4.66,2.31,34.64,4.65,2.85
108-118,0,0,9.12,0,29.92,41.41,2.89,475.25,0.42,0,2.18,144.07,8.14,0,0.43,15.49,0.45,5.77,3.26,3.32,4.23,70.67,0,4.42,16.92,677.22,1.5,41.17,11.81,0,0,7.26,0,0,3.52,0,24.44,9.18,2.42,16.41,3.73,1.15
120,0,0,8.73,0,28.62,39.74,5.29,390.57,0,0,5.49,116.6,21.47,0,2.09,5.63,12.66,1.91,4.64,3.74,7.72,45.92,0,0,12.71,727.87,0,44.98,14.24,0,0,2.07,0,0,0,0,30.99,2.06,0,12.22,0,2.85
