stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0.9,5.52,29.49,376.97,118.5,0,242.21,0,1.85,0,44.05,23.83,10.47,5.58,4.19,3.84,0.87,0,8.33,2.98,192.37,0.9,0,156.99,2407.12,92.26,10,38.81,65.85,0,161.26,9.02,384.01,38.96,32.62,430.94,720.61,0,0,15.58,0,4.57
 24-34,0,3.41,12.43,146.92,26.81,0,391.02,2.18,8.14,7.05,67.2,14.46,0,18.43,4.44,12.4,9.02,3.72,18.64,10.75,323.6,7.73,5.65,150.21,3473.48,25.48,25.64,23.22,0,0,364.65,1.06,3.82,10.31,3.91,58.84,701.55,0,0,127.25,0,13.99
 36-46,0,2.75,0.6,88.56,1.61,0,602.96,14.33,10.99,8.69,95.55,2.9,0,6.67,9.47,11.35,22.64,5.44,3.57,29.94,315.41,0.63,4.21,93.23,3233.3,14.95,21.35,21.56,0,0,296.92,3.59,0,3.87,16.18,3.16,737.61,0,1.23,48.6,0,1.02
 48-58,0,0,0,126.23,10.12,0,986.5,6.71,6.88,7.89,171.55,7.58,0,3.76,13.55,12.22,15.86,9.3,6.43,8.63,329.55,8.26,13.79,89.57,2787.67,25.6,18.81,13.89,0,0.93,204.16,0,1.84,3.79,9.22,0,507.49,0,0,54.36,0.78,26.41
 60-70,0,1.14,0,108.22,14.03,0,1315.67,10.94,16.88,28.21,259.84,24.67,2.43,9.54,12.89,3.9,18.7,9.5,7.19,13.46,431.49,2.66,51.85,49.86,2756.47,7.67,8.68,25.77,0,2.49,185.78,0,0,2.37,3.11,0,327.17,1.22,5.67,56.08,0,17.91
 72-82,0,2.87,0.56,81.78,37.32,0,1080.72,8.42,4.15,33.99,193.98,25.24,1.23,8.9,23.66,9.91,21.39,9.39,4.48,6.4,432.6,4.85,18.57,55.74,1731.2,9.41,17.66,26.42,0,7.74,125.7,0.85,0,4.62,8.81,0,186.22,2.66,12.07,74.54,13.4,14.58
 84-94,0,5.25,1,132.19,50.44,3.12,778.97,5.16,21.93,23.94,159.63,26.46,0.6,4.65,27.75,23.47,19.06,5.24,4.69,14.17,370.22,8.87,14.95,40.43,1168.38,1.33,12.75,18.73,0,2.65,300.35,0,0,7.69,1.28,0,93,10.7,9.76,75.06,16.63,20.72
 96-106,0,4.02,0,92.79,40.4,5.68,495.07,14.51,16.71,13.9,108.82,35.5,0,5.48,38.73,21,13.71,10.58,26.52,11.76,276.94,10.37,13.32,55.37,991.51,3.79,31.44,19.47,0,12.24,305.82,0,0,6.49,4.68,0,44.03,2.86,8.62,63.9,17.46,25.04
108-118,0,3.64,1.71,92.62,26.77,16.73,673.07,5.23,13.32,19.31,131.37,45.84,0,7.62,31.22,14,13.47,15.78,9.99,20.24,334.69,22.16,34.65,48.88,1367.39,10.46,17.17,36.56,0,11.13,305.84,1.18,0,10.63,0.44,0,58.08,7.48,5.2,79.11,21.67,13.32
120,0,0,2.94,224.64,72.13,10.96,814.35,14.75,20.94,30.15,424.9,76.65,0,5.92,90.32,19.34,25.22,13.86,24.5,4.65,433.65,30.02,35.43,74.62,2413.11,20.41,22.11,44.38,19.84,4.56,224.09,0,0,7.28,0,0,53.23,8.16,10.39,106.2,12.72,13.07
