stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,20.64,273.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.5,127.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39,0,0,0,9.28,0,9.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,133.95,23.99,18.27,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,112.38,263.41,0,0,479.87,0,0,7.58,0,0,0,0,0,0,0,0,0,0
 10-12,5.75,5.81,12.22,0,0,0,20.23,0,0,0,0,0,19.52,0,0,0,0,0,0,0,0,0,0,0,360.96,487.59,0,0,864.25,0,0,0,4.61,29.12,0,49.12,0,0,0,0,0,0
 14-21,0,0,5.23,167.48,18.84,0,25.5,0,0,0,2.23,2.09,0.93,122.38,0,0.9,0,0,0,0.85,142.69,0,0,55.8,201.44,443.85,1.19,2.89,3.07,0,0,6.55,307.31,0.86,13.59,134.09,50.04,0,0,2.32,0,21.17
 24-34,0,0,0,118.27,1.53,0,15.62,0,4.94,2.86,3.86,0,0,57.06,0,0,0.83,0,0,1.61,149.44,2.43,1.77,55.03,108.99,51.73,0,1.3,0,1.98,0,1.29,0,0,0.82,5.58,29.06,0,0,7.53,0,41.37
 36-46,0,0,0,74.45,0,0,6.41,1.51,19.72,7.21,13.74,0,0,26.08,0,0,1.31,0,2.56,6.18,192.14,0,12.04,25.18,57.43,43.2,0.6,0,0,1.69,1.81,4.85,0,0,0.59,0,15.54,0,0,1.69,0,82.36
 48-58,0,0,0,102.6,0,0,16.19,0.97,14.38,29.83,5.37,0,0,14.58,0,0,4.15,0,0,4.19,211.85,0,2.41,38.91,49.24,28.66,0,0,0,5.19,0.38,2.8,0,0,0,0,5.65,0,1.25,0.54,0,80.79
 60-70,0,0,0,110.38,0,0,19.38,0,10.6,36.94,7.47,0,0,11.58,0,0,0,0,0,21.78,684.33,1.4,16.19,28.23,53.86,16.81,0,0,0,8.95,6.1,0.64,0,1.88,0,0,1.1,0,68.64,1.37,26.82,86.1
 72-82,0,0,0,71.3,0.84,0,57.91,1.13,1.29,133.01,9.39,1.01,0,14.42,0,0.51,2.49,0,1.6,2.05,1117.66,0.73,15.61,30.71,42.62,3.69,0,0,0,9.94,0,0,0,0,0,0,9.95,0,101.5,5.13,50.61,59.07
 84-94,0,0,0,141.23,0,0,43.84,0,16.11,57.19,9.42,0,0,14.18,0,0,0.57,1.91,0,15.67,790.24,0.81,35.04,15.25,28.53,1.16,0.61,3,0,7.53,1.09,0,0,0,0,0,3.22,0,122.67,2.04,65.24,55.15
 96-106,0,0,0,248.25,0,0.8,35.63,2.12,7.82,98.99,22.56,0.59,0,39.36,1.65,1.8,1.05,0,5.93,7.45,1019.04,0.56,53.24,47.66,57.48,4.42,0.6,1.92,0,23.87,0.71,0,0,17.67,0,0,3.14,0,175.57,7.36,171.75,28.39
108-118,0,0,0,161.14,1.75,3.54,43.33,0.45,17.4,104.98,23.73,0,0,7.88,1.67,0,7.5,0.51,2.75,7.71,1166.01,0.72,35.51,43.65,56.64,4.43,0.45,0.43,0,41.4,0.45,0,0,0,0,0,5.65,0.81,70.02,1.12,131.92,72.51
120,0,0,0,205.07,4.22,0,24.52,0,19.59,145.72,10.84,0,0,10.58,0,1.45,1.17,0,13.18,0,1007.9,1.16,49.55,6.71,75.48,4.05,11,0,0,39.3,1.33,0,0,0,0,0,4.78,0,144.91,0,94.72,5.85
