stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vasculature,xanthophores
 14-21,14.16,0.8,7.35,108.68,12.69,29.89,0,0,22.9,1.81,19216.44,1.07,0,1.73,0,4.96,0,27.18,0,0,21.76,572.25,44.62,0,15.24,9.91,22.86,1.53,80.79,0.91,9.03,83.4,175.8,2.16,0
 24-34,0,0,2.2,80.68,10.05,176.82,3.92,2.46,26.66,1.88,10571.98,5.3,9.04,3.99,3.37,21.46,3.42,113.4,0.87,1.21,69.37,1740.21,28.6,15.61,16.57,0,142.4,0,0,6.45,43.81,25.18,273.11,103.95,10.68
 36-46,0,0,0.56,17.37,0,26.82,0,0,7.59,0,4850.66,0.95,3.37,2.27,0,6.75,0,51.73,0,0,12.12,489.99,17.23,0.65,0,0,13.65,0,0,1.03,0,0.83,48.09,3.42,6.13
 48-58,0,0,0.43,16.72,0,20.04,0.89,0,2.62,0,3891.4,0.66,0,1.08,0,0,0,4.61,0,0.52,0.55,115.05,0,1.22,0.44,0,18.82,0,0,0,0,0,7.11,1.99,17.78
 60-70,0,0,0.68,4.02,0.57,17.6,0,0,0,0,441.13,0,0,0,0,0,0,2.35,0,0,0,17.71,0,0,0.83,0,0.62,0,0,0,0,0,0,0.9,9.03
 72-82,0,0,1.26,3.13,0,1.21,0,0,0,0,36.07,0,0,0,0,0,0,3.02,0,0,0,1.25,0,0,0,0,1.74,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,18.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25
 96-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108-118,0,0,1.57,0.52,1.57,0.75,0,0,0,0,0,0.47,1.47,0,0,0,0,0.84,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
