stage,blastomeres,epidermis,exocrine.pancreas,eye,fin.epithelia,gut,liver,mesenchyme,neural,periderm,pronephros,taste,visceral.smooth.muscle
  5-6,11.39,0,0,0,0,0,0,0,0,14.17,0,0,0
 48-58,0,0,0,0,0,0,0,0,2.57,0,0,0,0
 60-70,0,0,0,0,0,0,0,1.06,0,0,0,0,0
 72-82,0,8.81,0,1.56,0,0,0,0,0,0,0.52,0,0.77
 84-94,0,2.37,0,0,0,1.16,0,0,0,0,0,0,0
 96-106,0,22.66,0.92,0,0.86,15.57,5.97,0,0,0,0,0,0
108-118,0,23.52,0,10.09,0,21.3,5.52,8.12,1.65,0,0,0.97,0.6
120,0,6.2,0,0,0,34.59,0,0,0,0,0,1.06,0
